카테고리_대,카테고리_소,공원명,소재지지번주소,위도,경도
공원,근린공원,배밭근린공원,서울특별시 강남구 개포동 181,37.48821488,127.0594681
공원,근린공원,학여울근린공원,서울특별시 강남구 개포동 183-1,37.48970641,127.0682905
공원,근린공원,청수근린공원,서울특별시 강남구 청담동 134-13,37.523249,127.0584463
공원,근린공원,해찬솔근린공원,서울특별시 강남구 자곡동 627,37.47039047,127.0923987
공원,수변공원,물맞이공원,서울특별시 강남구 세곡동 604-1,37.465664,127.097181
공원,수변공원,물굽이공원,서울특별시 강남구 세곡동 537,37.46520915,127.093755
공원,소공원,쉼표소공원,서울특별시 강남구 세곡동 549,37.467518,127.099851
공원,소공원,역삼미소공원,서울특별시 강남구 역삼동 711-5,37.50142477,127.0439883
공원,소공원,도곡햇살소공원,서울특별시 강남구 도곡동 538-4,37.49575164,127.0524907
공원,어린이공원,도담공원,서울특별시 강남구 세곡동 548,37.46732499,127.0986125
공원,어린이공원,행복공원,서울특별시 강남구 세곡동 546,37.46728874,127.0971653
공원,소공원,대치에스케이뷰1 소공원,서울특별시 강남구 대치동 1029-2,37.49576505,127.0595115
공원,소공원,대치에스케이뷰2 소공원,서울특별시 강남구 대치동 1029-3,37.49605146,127.0614886
공원,소공원,래미안대치팰리스소공원1공원,서울특별시 강남구 대치동 1027-1,37.4943606,127.0598416
공원,소공원,래미안대치팰리스소공원2공원,서울특별시 강남구 대치동 1028-1,37.4949289,127.061663
공원,소공원,방죽소공원,서울특별시 강남구 율현동 354,37.4727082337,127.1066181149
공원,소공원,솔밭소공원,서울특별시 강남구 율현동 431,37.4738142,127.1082681
공원,소공원,대치제2지구소공원,서울특별시 강남구 대치동 977,37.50195628,127.0648309
공원,소공원,래미안라클래시소공원,서울특별시 강남구 삼섬동 19-4,37.51863809,127.0497099
공원,소공원,우정소공원,서울특별시 용산구 효창동 287-2,37.540454,126.9640942
공원,소공원,녹색소공원,서울특별시 용산구 효창동 287-6,37.53937577,126.9625188
공원,소공원,효창6소공원,서울특별시 용산구 효창동 3-209,37.54826911,126.9631111
공원,소공원,용두6구역 대체공원,서울특별시 동대문구 답십리동 53-43,37.57234275,127.0583286
공원,근린공원,간데메공원,서울특별시 동대문구 답십리동 471,37.57278098,127.0490643
공원,기타(가로공원),푸르미르공원,서울특별시 동대문구 용두동 798-2,37.57786417,127.0431956
공원,어린이공원,한별공원,서울특별시 동대문구 용두동 795-1,37.571552,127.0281015
공원,근린공원,가락공원,서울특별시 송파구 가락동 37,37.498469,127.125124
공원,근린공원,개나리공원,서울특별시 송파구 잠실동 44-6,37.507553,127.0941112
공원,근린공원,개롱공원,서울특별시 송파구 가락동 195,37.493407,127.130026
공원,근린공원,거여공원,서울특별시 송파구 거여동 11,37.497007,127.140981
공원,근린공원,건너말공원,서울특별시 송파구 가락동 110,37.491603,127.123473
공원,근린공원,글샘공원,"서울특별시 송파구 문정동 621,625",37.48044523,127.1205075
공원,근린공원,글샘작은공원,서울특별시 송파구 문정동 631,37.477494,127.1212146
공원,근린공원,누에머리공원,서울특별시 송파구 오금동 110,37.50381027,127.141799
공원,근린공원,동산공원,서울특별시 송파구 송파동 120,37.506226,127.1145005
공원,근린공원,마천공원,서울특별시 송파구 마천동 11,37.50128584,127.1456483
공원,근린공원,매미공원,서울특별시 송파구 잠실동 35-4,37.50934354,127.0887161
공원,근린공원,목련공원,서울특별시 송파구 오금동 156,37.499035,127.138842
공원,근린공원,문정공원,서울특별시 송파구 문정동 18-4 외,37.486486,127.128916
공원,근린공원,방이공원,서울특별시 송파구 방이동 52,37.51435318,127.1136443
공원,근린공원,백토공원,서울특별시 송파구 오금동 6,37.50811694,127.132113
공원,근린공원,뽕나무공원,서울특별시 송파구 잠실동 19-3,37.51397635,127.0816397
공원,근린공원,삼전공원,서울특별시 송파구 삼전동 62-1,37.50179286,127.0933328
공원,근린공원,소리공원,서울특별시 송파구 문정동 357,37.4816116181,127.1199678258
공원,근린공원,송파공원,서울특별시 송파구 송파동 113,37.50633354,127.110451
공원,근린공원,못골위근린공원,서울특별시 강남구 자곡동 608,37.47440226,127.0967379
공원,근린공원,못골아래근린공원,서울특별시 강남구 자곡동 607,37.47330498,127.0997276
공원,근린공원,안개근린공원,서울특별시 강남구 자곡동 647,37.47217989,127.1019482
공원,문화공원,대성디큐브시티공원,서울특별시 구로구 신도림동 692-1,37.50923794,126.8902377
공원,문화공원,오류역공원,서울특별시 구로구 오류동 299-29,37.49463217,126.8455221
공원,문화공원,고척공원,서울특별시 구로구 고척동 100,37.49813087,126.8585712
공원,체육공원,항동공원,서울특별시 구로구 항동 162,37.47613508,126.8220008
공원,기타,개봉공원,서울특별시 구로구 개봉동 492-1,37.49958755,126.849609
공원,어린이공원,개웅공원,서울특별시 구로구 개봉동 340-8,37.489928,126.852866
공원,어린이공원,소막골공원,서울특별시 구로구 개봉동 271-17,37.48853123,126.852386
공원,어린이공원,절골공원,서울특별시 구로구 개봉동 312-25,37.482821,126.851652
공원,어린이공원,가린열공원,서울특별시 구로구 개봉동 458-4,37.500611,126.8542042
공원,어린이공원,오금공원,서울특별시 구로구 고척동 57-22,37.505038,126.866221
공원,어린이공원,능골공원,서울특별시 구로구 고척동 220-3,37.506852,126.854254
공원,어린이공원,골목공원,서울특별시 구로구 고척동 224-3,37.507017,126.853545
공원,어린이공원,도레미공원,서울특별시 구로구 고척동 331-1,37.508017,126.852322
공원,어린이공원,꿈마을공원,서울특별시 구로구 구로동 777-1,37.487173,126.8901545
공원,어린이공원,환경공원,서울특별시 구로구 구로동 797-1,37.48502191,126.888408
공원,어린이공원,희망공원,서울특별시 구로구 구로동 745-74,37.48703809,126.886243
공원,어린이공원,삼각공원,서울특별시 구로구 구로동 47,37.50135772,126.8920128
공원,어린이공원,삭새공원,서울특별시 구로구 궁동 237-6,37.496337,126.825012
공원,어린이공원,수른공원,서울특별시 구로구 궁동 279-6,37.49794413,126.829601
공원,어린이공원,온수공원,서울특별시 구로구 온수동 73-5,37.494631,126.8177077
공원,어린이공원,화원공원,서울특별시 구로구 구로동 478-1,37.49791653,126.8804405
공원,어린이공원,신도림공원,서울특별시 구로구 신도림동 646-1,37.51070916,126.8883753
공원,어린이공원,구로리공원,서울특별시 구로구 구로동 139-82,37.4904165,126.891578
공원,어린이공원,애경공원,서울특별시 구로구 구로동 501-22,37.500156,126.8846598
공원,어린이공원,미래사랑공원,서울특별시 구로구 신도림동 314-2,37.50984705,126.8890762
공원,어린이공원,솔길공원,서울특별시 구로구 구로동 391-1,37.48918401,126.8804792
공원,근린공원,새샘공원,서울특별시 동대문구 답십리동 294-69,37.5689696,127.0549292
공원,소공원,장령당공원,서울특별시 동대문구 답십리동 1004-4,37.5697319,127.0534939
공원,어린이공원,휘봉공원,서울특별시 동대문구 휘경동 43-275,37.58689393,127.069321
공원,어린이공원,꿈동산공원,서울특별시 동대문구 답십리동 1002-1,37.57329025,127.0458182
공원,소공원,작은언덕공원,서울특별시 동대문구 회기동 351-6,37.5893275,127.0540547
공원,어린이공원,아름드리공원,서울특별시 동대문구 전농동 688-7,37.57902483,127.0596823
공원,역사공원,선농단공원,서울특별시 동대문구 제기동 274-1,37.58118377,127.0318885
공원,소공원,내길공원,서울특별시 동대문구 휘경동 368-4,37.59029026,127.0650995
공원,어린이공원,진달래공원,서울특별시 동대문구 휘경동 49-384,37.58449851,127.0686626
공원,소공원,솔바람공원,서울특별시 동대문구 용두동 794-1,37.57991757,127.030411
공원,어린이공원,샛말공원,서울특별시 동대문구 전농동 695-1,37.577490,127.0501308
공원,어린이공원,새움공원,서울특별시 동대문구 답십리동 1009-1,37.57076016,127.0486741
공원,어린이공원,휘경공원,서울특별시 동대문구 휘경동 372-2,37.59351092,127.0678028
공원,소공원,장이공원,서울특별시 동대문구 장안동 587-1,37.57441814,127.0705664
공원,소공원,휘경마당공원,서울특별시 동대문구 휘경동 375-1,37.59108223,127.0611301
공원,어린이공원,용두5구역공원,서울특별시 동대문구 용두동 795-2,37.57114658,127.0285473
공원,소공원,용두6구역공원,서울특별시 동대문구 용두동 765-12,37.5789782,127.026565
공원,어린이공원,느티나무공원,서울특별시 동대문구 용두동 138-61,37.57898555,127.032565
공원,어린이공원,안골공원,서울특별시 동대문구 장안동 402,37.56526436,127.0643819
공원,어린이공원,마로니에공원,서울특별시 동대문구 장안동 325,37.5749393,127.0737198
공원,어린이공원,늘푸른공원,서울특별시 동대문구 장안동 303,37.57618959,127.0715754
공원,어린이공원,늘봄공원,서울특별시 동대문구 장안동 343,37.5713224,127.0725893
공원,어린이공원,한내공원,서울특별시 동대문구 장안동 348,37.56789456,127.0711623
공원,어린이공원,이삭공원,서울특별시 동대문구 전농동 675,37.57874969,127.0495026
공원,어린이공원,쉼터공원,서울특별시 동대문구 답십리동 952-5,37.56484697,127.0593171
공원,근린공원,장안공원,서울특별시 동대문구 장안동 300,37.57716529,127.0709026
공원,근린공원,장평공원,서울특별시 동대문구 장안동 356,37.56748813,127.0737398
공원,어린이공원,미나리공원,서울특별시 동대문구 장안동 449,37.5638584,127.067902
공원,어린이공원,장미공원,서울특별시 동대문구 장안동 386,37.5716162,127.0691872
공원,어린이공원,샛별공원,서울특별시 동대문구 장안동 379,37.5678428,127.0674928
공원,어린이공원,천장공원,서울특별시 동대문구 이문동 264-181,37.59889444,127.0538436
공원,근린공원,홍릉공원,서울특별시 동대문구 청량리동 산1-145,37.58958379,127.0435376
공원,근린공원,답십리공원,서울특별시 동대문구 답십리동 산2-9,37.57332011,127.0638172
공원,근린공원,배봉산공원,서울특별시 동대문구 전농동 산32-20,37.58121225,127.0675943
공원,어린이공원,미리내공원,서울특별시 동대문구 장안동 93-29,37.5806911,127.0717358
공원,어린이공원,이슬공원,서울특별시 동대문구 장안동 190-62,37.5678099,127.0635673
공원,어린이공원,용머리공원,서울특별시 동대문구 용두동 696-8,37.57276909,127.0365661
공원,어린이공원,장일공원,서울특별시 동대문구 장안동 164-1,37.5698546,127.0651081
공원,어린이공원,아름공원,서울특별시 동대문구 휘경동 43-275,37.5868279,127.0693157
공원,어린이공원,동산공원,서울특별시 동대문구 답십리동 998-1,37.5668782,127.0575108
공원,어린이공원,용두희망공원,서울특별시 동대문구 용두동 715,37.58018269,127.0267395
공원,어린이공원,방아다리공원,서울특별시 동대문구 제기동 132-1,37.5851297,127.034885
공원,근린공원,용두공원,서울특별시 동대문구 용두동 34-1,37.57324573,127.0401114
공원,근린공원,텃골공원,서울특별시 동대문구 전농동 553-1,37.5775463,127.051609
공원,소공원,새빛공원,서울특별시 동작구 사당동 164-1,37.48733571,126.9744112
공원,소공원,까막골공원,서울특별시 동작구 흑석동 231-31,37.5045058,126.9605347
공원,어린이공원,비둘기공원,서울특별시 동작구 상도1동 558,37.505903,126.9517486201
공원,근린공원,세명근린공원,서울특별시 강남구 자곡동 625,37.4692274,127.0902554
공원,근린공원,숲자락근린공원,서울특별시 강남구 자곡동 615,37.47298119,127.0929684
공원,어린이공원,본동공원,서울특별시 동작구 본동 483,37.51062857,126.9544535
공원,어린이공원,개나리공원,서울특별시 동작구 사당동 1138-1,37.48622359,126.965684
공원,어린이공원,청명공원,서울특별시 동작구 신대방동 719-1,37.487572,126.9080022
공원,어린이공원,해당화공원,서울특별시 동작구 신대방동 719-3,37.48687458,126.905905
공원,소공원,비계공원,서울특별시 동작구 흑석동 335-7,37.505468,126.966378
공원,어린이공원,태양공원,서울특별시 동작구 상도동 527-1외 2,37.506795,126.944663
공원,소공원,서달공원,서울특별시 동작구 흑석동 339-4,37.50115916,126.9599134
공원,어린이공원,희망공원,서울특별시 동작구 동작동 333-3,37.49388882,126.9801298
공원,소공원,남성공원,서울특별시 동작구 사당동 1131-17(영아),37.48499215,126.9721592
공원,소공원,충효공원,서울특별시 동작구 본동 494-9,37.51401526,126.950109
공원,어린이공원,꿈나무공원,서울특별시 동작구 상도동 521-1,37.50329035,126.9427329
공원,소공원,빙수골공원,서울특별시 동작구 상도동 296-6,37.49668291,126.932279
공원,소공원,국화원공원,서울특별시 동작구 상도동 529-1 상도두산위브아파트,37.50479617,126.942298
공원,소공원,흐리목공원,서울특별시 동작구 상도동 531-2,37.49448602,126.9530398
공원,어린이공원,까망돌공원,서울특별시 동작구 흑석동 335-10,37.506578,126.964102
공원,어린이공원,해밀공원,서울특별시 동작구 사당동 1157-1,37.48852684,126.9744312
공원,소공원,영도공원,서울특별시 동작구 상도동 535-6,37.50338581,126.9411913
공원,소공원,나비공원,서울특별시 동작구 상도동 535-3,37.50334639,126.943593
공원,소공원,꽃담길공원,서울특별시 동작구 상도동 25-8,37.505644,126.942102
공원,소공원,흑석공원,서울특별시 동작구 흑석동 186-135,37.50916104,126.957863
공원,소공원,칸나공원,서울특별시 동작구 신대방동 698,37.48562691,126.9043083
공원,어린이공원,꿈나래공원,서울특별시 동작구 상도동 36-1,37.5052677,126.9481801
공원,근린공원,홍제공원,서울특별시 서대문구 홍제동 454-2,37.5948548479,126.9530472071
공원,문화공원,대현공원,서울특별시 서대문구 대현동 146,37.5577976902,126.9454775012
공원,문화공원,독립문공원,서울특별시 서대문구 영천동 265,37.556869,126.935113
공원,문화공원,창천공원,서울특별시 서대문구 창천동 57-18,37.55685968,126.935118
공원,소공원,구청3별관공원,서울특별시 서대문구 연희동 169-32,37.5794409703,126.9359586806
공원,소공원,기차길옆공원,서울특별시 서대문구 합동 118-1,37.5622254317,126.9653523286
공원,소공원,남가좌동소공원,서울특별시 서대문구 남가좌동 388-7,37.5807093619,126.9196878887
공원,소공원,무궁화공원,서울특별시 서대문구 홍제동 451-1,37.594565,126.948810
공원,소공원,문화공원,서울특별시 서대문구 홍제동 280-2,37.59467058,126.948759
공원,소공원,아름다운공원,서울특별시 서대문구 홍제동 469-1,37.5848519282,126.9471887554
공원,소공원,아현역공원,서울특별시 서대문구 북아현동136-3,37.580760,126.919715
공원,소공원,연가공원,서울특별시 서대문구 남가좌동 388-7,37.5807093619,126.9196878887
공원,소공원,하늘공원,서울특별시 서대문구 홍은동 445-3,37.571701,126.915420
공원,소공원,한울공원,서울특별시 서대문구 남가좌동 382-5,37.5708440375,126.9165656268
공원,소공원,홍은3공원,서울특별시 서대문구 홍은동 산1-549,37.5996593129,126.943399505
공원,소공원,홍은14구역공원,서울특별시 서대문구 홍은동 24-12,37.592780,126.940705
공원,소공원,홍은1구역공원,서울특별시 서대문구 홍은동 97-9,37.5927648608,126.9407005481
공원,소공원,홍은6구역1공원,서울특별시 서대문구 홍은동 13-39,37.6006211857,126.944493812
공원,소공원,홍은6구역2공원,서울특별시 서대문구 홍은동 15-27,37.5994337583,126.9443681229
공원,소공원,홍제2구역공원,서울특별시 서대문구 홍제동 156-145,37.589198,126.946179
공원,소공원,홍제제3구역 소공원,서울특별시 서대문구 홍제동 237-2,37.58920185,126.9461696
공원,어린이공원,가재울공원,서울특별시 서대문구 남가좌동 385-2,37.5730923176,126.9191177351
공원,어린이공원,가좌공원,서울특별시 서대문구 남가좌동 376-4,37.5758499539,126.9205374332
공원,어린이공원,갈매연공원,서울특별시 서대문구 남가좌동 377,37.5784941245,126.9173895829
공원,어린이공원,거꾸로공원,서울특별시 서대문구 북가좌동 338-21,37.58503469,126.9132171
공원,어린이공원,궁뜰공원,서울특별시 서대문구 연희동 123-5,37.5690194186,126.9304024051
공원,소공원,해님공원,서울특별시 용산구 문배동 45,37.539145,126.970123
공원,소공원,달님공원,서울특별시 용산구 문배동 46,37.538428,126.969601
공원,소공원,별님공원,서울특별시 용산구 문배동 11-1,37.538165,126.969201
공원,소공원,이태원마을숲공원,서울특별시 용산구 이태원동 260-87,37.5412484,126.991493
공원,소공원,독서당공원,서울특별시 용산구 한남동 1-32,37.5345083,127.012481
공원,소공원,한남공원,서울특별시 용산구 한남동 15-5,37.537238,127.013882
공원,소공원,이태원어린이놀이터공원,서울특별시 용산구 이태원동 190-11,37.535685,126.989937
공원,소공원,한강대로공원,서울특별시 용산구 한강로동 65-587,37.524103,126.963575
공원,역사공원,이태원부군당공원,서울특별시 용산구 이태원동 191-3,37.535801,126.989755
공원,역사공원,이봉창역사공원,서울특별시 용산구 효창동 286-7,37.54010272,126.960877
공원,기타,신용산가로공원,서울특별시 용산구 한강로2가 424-1,37.52947726,126.9690828
공원,기타,한강로가로공원,서울특별시 용산구 한강로3가 65-690,37.524249,126.963959
공원,어린이공원,한마음어린이공원,서울특별시 용산구 용산동5가 30-4,37.52856458,126.9696756
공원,어린이공원,돌모루어린이공원,서울특별시 용산구 청파동3가 118-102,37.542772,126.9685904
공원,역사공원,신계공원,서울특별시 용산구 신계동 55,37.535079,126.966284
공원,어린이공원,소월길어린이공원,서울특별시 용산구 이태원동 463,37.543563,126.989243
공원,어린이공원,꿈나무공원,서울특별시 용산구 이촌동 301-86,37.520795,126.971721
공원,어린이공원,새싹어린이공원,서울특별시 용산구 이촌동 206-1,37.526961,126.954522
공원,어린이공원,삼각지어린이공원,서울특별시 용산구 용산동3가 1-96,37.534406,126.9754551
공원,근린공원,응봉공원,서울특별시 용산구 한남동 산8-1,37.544987,127.0047763
공원,근린공원,동빙고공원,서울특별시 용산구 용산동6가 69-163,37.517396,126.983984
공원,어린이공원,두텁바위어린이공원,서울특별시 용산구 동자동 50,37.552054,126.972944
공원,어린이공원,효창어린이공원,서울특별시 용산구 효창동 5-712,37.54279367,126.9585555
공원,어린이공원,이촌공원,서울특별시 용산구 이촌동 301-60,37.518766,126.979792
공원,소공원,새푸리공원,서울특별시 용산구 이촌동 399,37.5215843,126.967831
공원,어린이공원,도원어린이공원,서울특별시 용산구 도원동 21,37.537154,126.9546234
공원,소공원,강변공원,서울특별시 용산구 이촌동 408,37.521338,126.975039
공원,어린이공원,솔밭어린이공원,서울특별시 용산구 한강로1가 30-3,37.537229,126.973668
공원,어린이공원,신창동어린이공원,서울특별시 용산구 신창동 100,37.5366983,126.954145
공원,근린공원,서빙고공원,서울특별시 용산구 용산동5가 24-2,37.524782,126.9712832
공원,근린공원,기와터공원,서울특별시 용산구 한강로3가 63-388,37.52581297,126.969661
공원,어린이공원,문배어린이공원,서울특별시 용산구 문배동 24-1,37.536628,126.9698073
공원,어린이공원,서계가로어린이공원,서울특별시 용산구 서계동 276-7,37.551285,126.964252
공원,어린이공원,후암어린이공원,서울특별시 용산구 후암동 406-80,37.54722997,126.9836734
공원,소공원,비상공원,서울특별시 용산구 이촌동 417,37.522342,126.971394
공원,소공원,청탑공원,서울특별시 용산구 이촌동 425,37.517808,126.977273
공원,소공원,사촌공원,서울특별시 용산구 이촌동 429,37.520666,126.9709256
공원,소공원,강변복지공원,서울특별시 용산구 이촌동 421,37.521114,126.9658983
공원,소공원,이촌한우리공원,서울특별시 용산구 이촌동 437,37.5172264,126.981103
공원,근린공원,청량공원,서울특별시 동대문구 청량리동 산1-1,37.59573175,127.0448296
공원,어린이공원,우산각공원,서울특별시 동대문구 신설동 109-4,37.57385655,127.0241852
공원,소공원,화담소공원,서울특별시 영등포구 신길동 4950-1,37.501274,126.9162891
공원,소공원,아기자기소공원,서울특별시 영등포구 신길동 4945-1,37.504638,126.906631
공원,역사공원,아크로타워 역사공원,서울특별시 영등포구 영등포동7가 205-1,37.52257451,126.9077566
공원,소공원,정담소공원,서울특별시 영등포구 신길동 1980-1,37.50373971,126.9175044
공원,어린이공원,늘품어린이공원,서울특별시 영등포구 신길동 541,37.503015,126.920286
공원,근린공원,어울숲근린공원,서울특별시 영등포구 신길동 243-58,37.503954,126.9145992
공원,어린이공원,당찬어린이공원,서울특별시 영등포구 당산동5가 4-13,37.53003105,126.9015929
공원,어린이공원,도토리어린이공원,서울특별시 영등포구 대림동 1127-6,37.494598,126.9081926
공원,소공원,소예소공원,서울특별시 영등포구 신길동 3126,37.502528,126.912451
공원,소공원,라온소공원,서울특별시 영등포구 신길동 3403,37.502802,126.911686
공원,소공원,오순도순소공원,서울특별시 영등포구 신길동 336-317,37.504178,126.9067851
공원,어린이공원,궁말공원,서울특별시 서대문구 연희동 86-3,37.5710871432,126.9336095869
공원,어린이공원,나비울공원,서울특별시 서대문구 북가좌동 475,37.5748096667,126.9096220861
공원,어린이공원,남가좌동공원,서울특별시 서대문구 남가좌동 224-114,37.579075,126.919683
공원,어린이공원,남이마을공원,서울특별시 서대문구 남가좌동 368,37.57904267,126.9196433
공원,어린이공원,너른바위공원,서울특별시 서대문구 북아현동 216-37,37.576082,126.934420
공원,어린이공원,다람쥐공원,서울특별시 서대문구 연희동 151-49,37.5760874892,126.934422808
공원,어린이공원,대궐재공원,서울특별시 서대문구 연희동 73-8,37.5740322749,126.9370980742
공원,어린이공원,동구물공원,서울특별시 서대문구 연희동 109-2,37.571358873,126.9280647177
공원,어린이공원,명수공원,서울특별시 서대문구 북아현동 210-24,37.5600994286,126.9507472905
공원,어린이공원,모래내공원,서울특별시 서대문구 남가좌동 383-2,37.5723808424,126.9137261559
공원,어린이공원,모랫재공원,서울특별시 서대문구 홍제동 156-363,37.5829894311,126.9447011117
공원,어린이공원,문화촌공원,서울특별시 서대문구 홍제동 277-82,37.5951282887,126.9473904482
공원,어린이공원,바람산공원,서울특별시 서대문구 창천동 4-54,37.5582621538,126.9402043639
공원,어린이공원,백련공원,서울특별시 서대문구 홍은동 421-1,37.58227473,126.9240161
공원,어린이공원,북가좌정원지구공원,서울특별시 서대문구 북가좌동 459-1,37.5797905714,126.9167807198
공원,어린이공원,북성공원,서울특별시 서대문구 북아현동 1013-4,37.5585348549,126.9516607774
공원,어린이공원,불천공원,서울특별시 서대문구 홍제동 287-121,37.59744131,126.9481431
공원,어린이공원,상암곡공원,서울특별시 서대문구 홍제동 322-72,37.5828752617,126.9422297501
공원,어린이공원,솟대공원,서울특별시 서대문구 남가좌동 379-3,37.5727336053,126.9128368305
공원,어린이공원,신가공원,서울특별시 서대문구 북가좌동 318-1,37.58016375,126.908353
공원,어린이공원,실락공원,서울특별시 서대문구 홍은동 455-4,37.5944983504,126.9433887336
공원,어린이공원,연남공원,서울특별시 서대문구 남가좌동 326-8,37.5782156974,126.9253082841
공원,어린이공원,연서공원,서울특별시 서대문구 연희동 519-7,37.5721059849,126.9233003301
공원,어린이공원,연희공원,서울특별시 서대문구 연희동 446-182,37.5677222876,126.9214882989
공원,소공원,해무리소공원,서울특별시 영등포구 문래동4가 67-1,37.514461,126.888327
공원,소공원,달무리소공원,서울특별시 영등포구 문래동4가 68-1,37.513622,126.890546
공원,소공원,꽃담소공원,서울특별시 영등포구 당산동5가 4-23,37.53120144,126.900161
공원,소공원,옹기종기소공원,서울특별시 영등포구 신길동 4955-3,37.504367,126.906022
공원,소공원,당산역소공원,서울특별시 영등포구 당산동5가 9-29,37.533517,126.900642
공원,소공원,원두막소공원,서울특별시 영등포구 대림1동 1124-3,37.495012,126.903451
공원,소공원,도리미소공원,서울특별시 영등포구 도림동 821-3,37.509476,126.9021917
공원,소공원,새말소공원,서울특별시 영등포구 당산동4가 85,37.531292,126.8975129
공원,소공원,이음소공원,서울특별시 영등포구 당산동4가 98-1,37.527424,126.902467
공원,소공원,당산나루소공원,서울특별시 영등포구 당산동5가 9-3,37.532814,126.900128
공원,소공원,꿈모아소공원,서울특별시 영등포구 문래동5가 67-2,37.51655014,126.8871262
공원,소공원,영신소공원,서울특별시 영등포구 당산동4가 99-1,37.528846,126.903737
공원,근린공원,메낙골근린공원,서울특별시 영등포구 신길동 4934-4,37.50701967,126.915244
공원,어린이공원,중앙어린이공원,서울특별시 영등포구 영등포동6가 65-1,37.52147175,126.9032729
공원,어린이공원,평화어린이공원,서울특별시 영등포구 여의도동 50-2,37.52135273,126.9373261
공원,어린이공원,자유어린이공원,서울특별시 영등포구 여의도동 50-3,37.521353,126.937326
공원,어린이공원,강마을어린이공원,서울특별시 영등포구 당산6가 10-7,37.532972,126.906681
공원,어린이공원,양남어린이공원,서울특별시 영등포구 양평동1가 205,37.523205,126.888303
공원,어린이공원,산성어린이공원,서울특별시 영등포구 대림동 752-60,37.49697742,126.902594
공원,어린이공원,다사랑어린이공원,서울특별시 영등포구 대림동 703-6,37.492834,126.899215
공원,어린이공원,고추말어린이공원,서울특별시 영등포구 도림동 23-1,37.511577,126.9070507
공원,어린이공원,조롱박어린이공원,서울특별시 영등포구 대림동 870,37.491332,126.903016
공원,어린이공원,서강어린이공원,서울특별시 영등포구 영등포동8가 28,37.5259219,126.905848
공원,어린이공원,원지어린이공원,서울특별시 영등포구 대림동 690,37.497618,126.899642
공원,어린이공원,동심어린이공원,서울특별시 영등포구 대림동 742,37.498712,126.897293
공원,어린이공원,두암어린이공원,서울특별시 영등포구 대림동 715,37.49551276,126.897371
공원,어린이공원,신우어린이공원,서울특별시 영등포구 대림동 657,37.503539,126.899081
공원,근린공원,양화폭포근린공원,서울특별시 영등포구 양평동 153-2,37.53904364,126.8985934
공원,근린공원,영등포근린공원,서울특별시 영등포구 영등포동 582-3,37.516127,126.912126
공원,어린이공원,양평어린이공원,서울특별시 영등포구 양평동4가 301-7,37.538015,126.898077
공원,어린이공원,영일어린이공원,서울특별시 영등포구 영등포동 647-3,37.51015183,126.903919
공원,근린공원,중마루근린공원,서울특별시 영등포구 영등포동2가 222,37.519919,126.911497
공원,어린이공원,꿈에그린어린이공원,서울특별시 영등포구 신길동 4937-1,37.50300166,126.9088394
공원,소공원,문래소공원,서울특별시 영등포구 문래동6가 25-1,37.5197992,126.8869024
공원,어린이공원,신일어린이공원,서울특별시 영등포구 신길동 455-1,37.510022,126.9221917
공원,근린공원,자매근린공원,서울특별시 영등포구 여의도동 56,37.5180209,126.9309951
공원,근린공원,문래근린공원,서울특별시 영등포구 문래동3가 66,37.517456,126.894267
공원,근린공원,신길근린공원,서울특별시 영등포구 신길동 341-3,37.501712,126.905408
공원,근린공원,당산근린공원,서울특별시 영등포구 당산동3가 385,37.52521794,126.8951468
공원,근린공원,온수(잣절지구)공원,서울특별시 구로구 개봉동 45-2,37.50199617,126.8397231
공원,근린공원,온수(반달지구)공원,서울특별시 구로구 오류동 18-141,37.49947855,126.8418368
공원,근린공원,온수(궁동지구)공원,서울특별시 구로구 오류동 산4,37.49780089,126.8375987
공원,근린공원,온수(벽산지구)공원,서울특별시 구로구 온수동 9-44,37.49459859,126.8244691
공원,근린공원,온수(온수골지구)공원,서울특별시 구로구 온수동 산4-25,37.4940823,126.821833
공원,근린공원,온수(온수체육지구)공원,서울특별시 구로구 온수동 산10-4,37.49330391,126.8193736
공원,근린공원,고척공원,서울특별시 구로구 고척동 산9-14,37.50658242,126.8532783
공원,근린공원,계남공원,서울특별시 구로구 고척동 산8,37.509285,126.850122
공원,근린공원,개웅산공원,서울특별시 구로구 개봉동 산53-3,37.48690364,126.8471261
공원,근린공원,천왕(시)(천왕골)공원,서울특별시 구로구 천왕동 173,37.48261513,126.8337054
공원,근린공원,천왕(시)(항골)공원,서울특별시 구로구 항동 147-2,37.47854975,126.8290997
공원,근린공원,천왕(구)공원,서울특별시 구로구 천왕동 276,37.4764232,126.8417584
공원,근린공원,연지공원,서울특별시 구로구 천왕동 274-2,37.47965771,126.8379653
공원,근린공원,봉화대공원,서울특별시 구로구 천왕동 산13-1,37.48469858,126.8424192
공원,근린공원,구로공원,서울특별시 구로구 구로동 102,37.49748278,126.8896027
공원,근린공원,신도림테크노공원,서울특별시 구로구 구로동 3-33,37.50811753,126.8908707
공원,어린이공원,제비공원,서울특별시 동작구 대방동 362-11,37.506438,126.925844
공원,근린공원,상도공원,서울특별시 동작구 상도동 산75,37.49321807,126.9384079
공원,근린공원,노량진공원,서울특별시 동작구 노량진동 225-291,37.509371,126.943688
공원,근린공원,용봉정공원,"서울특별시 동작구 본동 산3-9일대, 흑석동 141-2일대",37.511663,126.958792
