영업상태명,도로명주소,사업장명,업태구분명,좌표정보(X),좌표정보(Y),카테고리_대,카태고리_소
영업/정상,"서울특별시 강동구 양재대로 1360, 포레온스테이션5 (둔촌동)",GS THE FRESH 둔촌포레온점,구분없음,212195.1099,447197.2733,생활/편의,슈퍼마켓
영업/정상,"서울특별시 강동구 양재대로 1360, 포레온스테이션5 (둔촌동)",하나로마트 둔촌점,구분없음,212195.1099,447197.2733,생활/편의,슈퍼마켓
영업/정상,서울특별시 광진구 광나루로39길 11 (구의동),구의 자이르네 판매시설,그 밖의 대규모점포,207775.8651,449252.3869,생활/편의,그 밖의 대규모점포
영업/정상,"서울특별시 동작구 만양로 93, 주영빌딩 B1층 (노량진동)",GS THE FRESH 노량진역점,구분없음,194984.4173,445509.9798,생활/편의,슈퍼마켓
영업/정상,서울특별시 강북구 삼양로79길 24-17 (수유동),GS THE FRESH 수유중앙점,구분없음,201357.4874,458750.3902,생활/편의,슈퍼마켓
영업/정상,서울특별시 광진구 능동로13길 39 (화양동),(주)지에스리테일GS수퍼 광진화양점,구분없음,206107.7752,449029.3422,생활/편의,슈퍼마켓
영업/정상,"서울특별시 성동구 마장로 137, 221동 1층 1230호,1231호,1232(일부)호 (상왕십리동, 텐즈힐)",GS THE FRESH 성동텐즈힐점,구분없음,202113.8696,451897.5819,생활/편의,슈퍼마켓
영업/정상,"서울특별시 용산구 이촌로 200, LG프라자 지하1층 (이촌동)",GS THE FRESH 용산이촌점,구분없음,197221.4393,446524.5084,생활/편의,슈퍼마켓
영업/정상,"서울특별시 송파구 동남로 189 (가락동, 쌍용아파트)",(주)지에스리테일 송파점,구분없음,211259.9098,443711.7029,생활/편의,슈퍼마켓
영업/정상,"서울특별시 서대문구 이화여대길 50-12, 상가동 1층 101호 (대현동, 신촌럭키아파트)",GS THE FRESH 신촌이대역점,그 밖의 대규모점포,195332.1234,450806.0584,생활/편의,슈퍼마켓
영업/정상,"서울특별시 서대문구 거북골로 100, 지하3층 32,33,34,35호 (남가좌동, 래미안 루센티아)",GS THE FRESH 남가좌디엠씨점,구분없음,192641.1459,452652.0599,생활/편의,슈퍼마켓
영업/정상,"서울특별시 송파구 거마로 56(거여동, 송파시그니처롯데캐슬)",GS THE FRESH 송파시그니처점,구분없음,213149.5228,443705.4731,생활/편의,슈퍼마켓
영업/정상,"서울특별시 성북구 보문로 121, 신한은행보문동지점 1층 일부 (보문동2가)",GS더프레시 보문역사거리점,구분없음,201572.0413,453729.4578,생활/편의,슈퍼마켓
영업/정상,서울특별시 서초구 동광로 35 (방배동),GS THE FRESH 방배중앙점,구분없음,198748.2714,443257.3135,생활/편의,슈퍼마켓
영업/정상,"서울특별시 용산구 백범로 341 (원효로1가, 리첸시아 용산)",롯데쇼핑(주)롯데슈퍼원효로점,복합쇼핑몰,197045.8495,448447.559,생활/편의,복합쇼핑몰
영업/정상,서울특별시 송파구 중대로 80 (문정동),롯데쇼핑(주)롯데마트 송파점,대형마트,210343.6993,443288.285,생활/편의,대형마트
영업/정상,"서울특별시 송파구 올림픽로35길 45, 잠실래미안아이파크 단지내 상가 B101~B106호 (신천동)",GS THE FRESH 잠실래미안점,구분없음,209720.2906,446244.3504,생활/편의,슈퍼마켓
영업/정상,"서울특별시 성동구 독서당로 223, 래미안 옥수 리버젠 상가 상가동 423~428호 (옥수동)",GS THE FRESH 성동옥수점,구분없음,201153.9816,449188.9705,생활/편의,슈퍼마켓
영업/정상,서울특별시 강동구 고덕로 133 (암사동),(주)지에스리테일 암사캐슬점,구분없음,212334.9585,450346.7907,생활/편의,슈퍼마켓
영업/정상,서울특별시 강남구 도산대로85길 30 (청담동),신원아침도시마인상가,그 밖의 대규모점포,204320.6332,447133.6585,생활/편의,그 밖의 대규모점포
영업/정상,"서울특별시 강남구 언주로122길 25 (논현동, 두산위브아파트)",롯데슈퍼 논현점,구분없음,203322.586,445590.729,생활/편의,슈퍼마켓
영업/정상,"서울특별시 송파구 올림픽로32길 53, 1층 (방이동)",GS THE FRESH 송파나루역점,구분없음,209841.1068,445595.1259,생활/편의,슈퍼마켓
영업/정상,"서울특별시 송파구 올림픽로 435 (신천동, 파크리오아파트)",(주)지에스리테일 잠실파크리오점,구분없음,209314.26,446483.3161,생활/편의,슈퍼마켓
영업/정상,서울특별시 송파구 오금로46길 49 (가락동),(주)지에스리테일 송파가락점,구분없음,211693.9328,443503.4279,생활/편의,슈퍼마켓
영업/정상,"서울특별시 노원구 동일로192길 23, 1층 (공릉동)",GS THE FRESH 공릉역점,구분없음,206477.0844,458222.1874,생활/편의,슈퍼마켓
영업/정상,서울특별시 영등포구 선유동1로 9-7 (양평동1가),양남시장정비사업,그 밖의 대규모점포,190307.5283,446742.5563,생활/편의,그 밖의 대규모점포
영업/정상,"서울특별시 강남구 강남대로128길 20, 영동프라자 (논현동)",GS THE FRESH 강남영동점,구분없음,202023.3952,445302.9159,생활/편의,슈퍼마켓
영업/정상,서울특별시 강남구 봉은사로103길 5 (삼성동),롯데슈퍼 코엑스점,구분없음,205359.8987,445864.8059,생활/편의,슈퍼마켓
영업/정상,"서울특별시 성북구 북악산로 844 (돈암동, 돈암이수브라운스톤아파트)",GS더프레시 성북돈암점,구분없음,201501.4745,455061.6986,생활/편의,슈퍼마켓
영업/정상,"서울특별시 성북구 성북로4길 52 (돈암동, 한진아파트)",GS더프레시 동소문점,구분없음,200841.727,454721.5052,생활/편의,슈퍼마켓
영업/정상,서울특별시 노원구 동일로 1414 (상계동),롯데백화점 노원점,복합쇼핑몰,205320.2848,461419.8818,생활/편의,복합쇼핑몰
영업/정상,서울특별시 송파구 강동대로9길 20 (풍납동),롯데쇼핑(주)롯데슈퍼풍납점,구분없음,210274.1855,447307.6498,생활/편의,슈퍼마켓
영업/정상,"서울특별시 강서구 마곡서1로 115-1, 마곡헤리움1차 111~114호 (마곡동)",GS THE FRESH 신방화역점,구분없음,183901.2099,451618.9374,생활/편의,슈퍼마켓
영업/정상,서울특별시 강북구 삼양로27길 35-21 (미아동),㈜지에스리테일 GS수퍼 강북미아점,구분없음,201602.5775,457290.1007,생활/편의,슈퍼마켓
영업/정상,"서울특별시 용산구 회나무로13길 20-4, 일각빌딩 1층 (이태원동)",이마트에브리데이 이태원점,구분없음,199034.5807,448669.4747,생활/편의,슈퍼마켓
영업/정상,서울특별시 중구 명동8나길 38 (충무로1가),Chapter M,그 밖의 대규모점포,198403.0832,451049.0124,생활/편의,그 밖의 대규모점포
영업/정상,"서울특별시 강서구 허준로 16-12, 동남빌딩 (가양동)",㈜이마트에브리데이 양천향교역점,구분없음,186080.902,451971.1787,생활/편의,슈퍼마켓
영업/정상,"서울특별시 종로구 삼일대로 428, 낙원상가 506호 (낙원동)",낙원상가,그 밖의 대규모점포,198838.913,452214.211,생활/편의,그 밖의 대규모점포
영업/정상,"서울특별시 강동구 고덕로 353, 고덕그라시움아파트(상가1동) 지하1층 108-119,128호 (고덕동)",지에스 더프레시(GS THE FRESH) 고덕그라시움점,구분없음,214299.6443,450637.9548,생활/편의,슈퍼마켓
영업/정상,"서울특별시 종로구 삼일대로 428, 낙원상가 (낙원동)",낙원상가,그 밖의 대규모점포,198838.913,452214.211,생활/편의,그 밖의 대규모점포
영업/정상,"서울특별시 관악구 은천로 81 (봉천동, 은천빌딩)",GS THE FRESH 관악봉천점,구분없음,195007.9876,442765.647,생활/편의,슈퍼마켓
영업/정상,"서울특별시 광진구 자양로18길 33, 1층 (구의동)",GS THE FRESH 구의역점,대형마트,207475.7422,448425.5283,생활/편의,대형마트
영업/정상,"서울특별시 동대문구 외대역동로 63-27, 상가동 201~203호 (휘경동, 휘경자이디센시아)",이마트에브리데이 휘경자이점,구분없음,205461.8935,454519.053,생활/편의,슈퍼마켓
영업/정상,서울특별시 양천로6길 15,롯데쇼핑(주)롯데슈퍼개화산점,구분없음,182944.7314,452207.4273,생활/편의,슈퍼마켓
영업/정상,서울특별시 송파구 올림픽로32길 20 (방이동),롯데쇼핑(주)롯데슈퍼방이점,구분없음,209576.622,445779.101,생활/편의,슈퍼마켓
영업/정상,서울특별시 마포구 월드컵로 235 (성산동),마포농수산물시장,그 밖의 대규모점포,190931.0009,451427.7221,생활/편의,그 밖의 대규모점포
영업/정상,서울특별시 강서구 화곡로 153 (화곡동),홈플러스(주) 익스프레스 화곡점,구분없음,185681.1227,448813.4416,생활/편의,슈퍼마켓
영업/정상,"서울특별시 강동구 양재대로 1300 (둔촌동, 올림픽파크포레온)",올림픽파크포레온 스테이션9,그 밖의 대규모점포,212027.4812,446598.5918,생활/편의,그 밖의 대규모점포
영업/정상,"서울특별시 영등포구 양산로23길 16, 당산 임대주택 106~108호 (당산동3가)",GS THE FRESH 영등포구청역점,구분없음,190934.6574,447004.1866,생활/편의,슈퍼마켓
영업/정상,"서울특별시 강동구 양재대로 1360, 포레온스테이션5 (둔촌동)",올림픽파크포레온 스테이션5,그 밖의 대규모점포,212195.1099,447197.2733,생활/편의,그 밖의 대규모점포
영업/정상,"서울특별시 강북구 도봉로67길 18, 수유시장 1층 (수유동)",(주)이마트에브리데이 수유시장점,구분없음,201956.181,458714.3658,생활/편의,슈퍼마켓
영업/정상,서울특별시 강서구 공항대로61길 36 (염창동),GS THE FRESH 강서등촌역점,구분없음,188106.9454,450022.4706,생활/편의,슈퍼마켓
영업/정상,서울특별시 종로구 창경궁로 88 (예지동),광장시장,복합쇼핑몰,199837.4143,451974.1285,생활/편의,복합쇼핑몰
영업/정상,서울특별시 종로구 종로 347 (숭인동),홈플러스(주)익스프레스 숭인점,구분없음,201359.5335,452395.6591,생활/편의,슈퍼마켓
영업/정상,"서울특별시 종로구 종로 266, 동대문종합시장D동상가  동 (종로6가)",동대문종합시장D동상가,그 밖의 대규모점포,200579.4098,452035.3477,생활/편의,그 밖의 대규모점포
영업/정상,서울특별시 종로구 청계천로 41 (서린동),(주)영풍문고,전문점,198351.8187,451921.603,생활/편의,전문점
영업/정상,"서울특별시 종로구 종로 183 (인의동, 효성주얼리시티)",효성주얼리시티,그 밖의 대규모점포,199812.6096,452132.6483,생활/편의,그 밖의 대규모점포
영업/정상,"서울특별시 종로구 지봉로 81 (창신동, 브라운스톤 창신)",브라운스톤 창신상가,그 밖의 대규모점포,201258.0627,452787.1328,생활/편의,그 밖의 대규모점포
영업/정상,"서울특별시 광진구 천호대로 577, 1층 (중곡동)",GS THE FRESH 광진중곡점,대형마트,207209.2369,450465.186,생활/편의,대형마트
영업/정상,서울특별시 종로구 종로 266 (종로6가),동대문종합시장,그 밖의 대규모점포,200717.749,452011.8651,생활/편의,그 밖의 대규모점포
영업/정상,서울특별시 종로구 종로 1 (종로1가),종로1번지아케이트,전문점,197993.9046,452032.9586,생활/편의,전문점
영업/정상,서울특별시 종로구 종로44길 14 (창신동),동문시장,시장,200936.4291,452017.9436,생활/편의,시장
영업/정상,서울특별시 종로구 창경궁로 109 (인의동),세운스퀘어,그 밖의 대규모점포,199670.9799,452221.775,생활/편의,그 밖의 대규모점포
영업/정상,"서울특별시  새문안로 91, 1층 (고려빌딩)",홈플러스(주)익스프레스 광화문점,복합쇼핑몰,197700.034,452022.5035,생활/편의,복합쇼핑몰
영업/정상,서울특별시 종로구 창경궁로 88,광장주식회사,시장,199837.4143,451974.1285,생활/편의,시장
영업/정상,"서울특별시 종로구 난계로27길 51, 신설종합시장 숭인동 (숭인동)",신설종합시장,시장,201727.6708,452264.4202,생활/편의,시장
영업/정상,"서울특별시 종로구 난계로27길 51, 신설종합시장 (숭인동)",신설종합시장(주),그 밖의 대규모점포,201727.6708,452264.4202,생활/편의,시장
영업/정상,"서울특별시 종로구 통일로 246-10, 무악현대아파트 지하 1층 (무악동)",GS THE FRESH 무악현대점,구분없음,196467.9751,452566.134,생활/편의,슈퍼마켓
영업/정상,서울특별시 중구 동호로37길 20 (방산동),방산종합시장,그 밖의 대규모점포,200002.9527,451823.5325,생활/편의,시장
영업/정상,서울특별시 중구 남대문시장4길 21 (남창동),서울남대문시장,그 밖의 대규모점포,197982.9966,450791.0739,생활/편의,시장
영업/정상,서울특별시 중구 마장로 30 (신당동),팀204,그 밖의 대규모점포,201121.3061,451706.527,생활/편의,그 밖의 대규모점포
영업/정상,"서울특별시 중구 청계천로 260-9 (을지로6가, 통일의류종합상가)",통일상가,그 밖의 대규모점포,200530.3601,451852.1495,생활/편의,그 밖의 대규모점포
영업/정상,서울특별시 중구 퇴계로 217 (충무로4가),진양상가,그 밖의 대규모점포,199571.5995,451124.8514,생활/편의,그 밖의 대규모점포
영업/정상,서울특별시 중구 삼일대로 363 (장교동),상제리제상가,그 밖의 대규모점포,198744.4332,451677.0651,생활/편의,그 밖의 대규모점포
영업/정상,서울특별시 중구 마장로 19 (신당동),(주)에리어식스,그 밖의 대규모점포,200989.6866,451762.2615,생활/편의,그 밖의 대규모점포
영업/정상,서울특별시 중구 다산로 274 (흥인동),우일타운,전문점,201390.6235,451682.9244,생활/편의,전문점
영업/정상,서울특별시 중구 을지로 157 (을지로4가),대림상가,그 밖의 대규모점포,199534.3297,451608.2229,생활/편의,그 밖의 대규모점포
영업/정상,"서울특별시 중구 소공로 63 (충무로1가,신세계백화점건물)",신세계백화점,백화점,198263.9084,450960.763,생활/편의,백화점
영업/정상,서울특별시 중구 마장로1길 28 (신당동),아트프라자,그 밖의 대규모점포,201070.9794,451874.6375,생활/편의,그 밖의 대규모점포
영업/정상,서울특별시 중구 다산로 32 (신당동),남산타운5상가,그 밖의 대규모점포,200750.4551,449638.8243,생활/편의,그 밖의 대규모점포
영업/정상,서울특별시 중구 다산로 32 (신당동),남산타운2상가,그 밖의 대규모점포,200750.4551,449638.8243,생활/편의,그 밖의 대규모점포
영업/정상,서울특별시 중구 퇴계로 123 (충무로2가),하이해리엇,그 밖의 대규모점포,198636.2504,451005.7216,생활/편의,그 밖의 대규모점포
영업/정상,서울특별시 중구 마장로1길 22 (신당동),올레오,쇼핑센터,201040.3526,451852.1426,생활/편의,쇼핑센터
영업/정상,서울특별시 중구 마장로 3 (신당동),맥스타일,전문점,200863.5941,451837.4816,생활/편의,전문점
영업/정상,서울특별시 중구 장충단로13길 20 (을지로6가),통일상가,그 밖의 대규모점포,200613.5103,451817.5154,생활/편의,그 밖의 대규모점포
영업/정상,서울특별시 중구 마장로 13 (신당동),제일평화시장,그 밖의 대규모점포,200938.5281,451798.0031,생활/편의,그 밖의 대규모점포
영업/정상,서울특별시 중구 다산로 32 (신당동),(주)지에스리테일 남산타운점,구분없음,200750.4551,449638.8243,생활/편의,슈퍼마켓
영업/정상,서울특별시 중구 한강대로 405 (봉래동2가),롯데아울렛 서울역점,쇼핑센터,197229.7614,450418.1592,생활/편의,쇼핑센터
영업/정상,서울특별시 중구 한강대로 405 (봉래동2가),롯데아울렛 서울역점,쇼핑센터,197229.7614,450418.1592,생활/편의,쇼핑센터
영업/정상,서울특별시 중구 마장로1길 21 (신당동),(주)광희패션몰,그 밖의 대규모점포,200982.7091,451817.384,생활/편의,그 밖의 대규모점포
영업/정상,서울특별시 중구 을지로 264 (을지로6가),던던 동대문점,쇼핑센터,200548.0388,451497.6266,생활/편의,쇼핑센터
영업/정상,서울특별시 중구 장충단로 275 (을지로6가),두타몰,그 밖의 대규모점포,200703.6256,451836.4583,생활/편의,그 밖의 대규모점포
영업/정상,서울특별시 중구 장충단로 263 (을지로6가),밀리오레,그 밖의 대규모점포,200664.5829,451781.8684,생활/편의,그 밖의 대규모점포
영업/정상,서울특별시 중구 남대문로 30 (남창동),굳앤굳 디자이너월드,그 밖의 대규모점포,198095.7952,450940.1084,생활/편의,그 밖의 대규모점포
영업/정상,서울특별시 중구 장충단로 282-10 (신당동),남평화상가(주),그 밖의 대규모점포,200894.4785,451877.0808,생활/편의,그 밖의 대규모점포
영업/정상,"서울특별시 중구 을지로 30 (소공동, 롯데호텔)",호텔롯데아케이드,그 밖의 대규모점포,198259.6536,451392.1982,생활/편의,그 밖의 대규모점포
영업/정상,서울특별시 중구 마장로 40 (신당동),에이피엠패션몰,그 밖의 대규모점포,201031.4794,451759.2624,생활/편의,그 밖의 대규모점포
영업/정상,"서울특별시 중구 청계천로 160, 세운청계상가 (산림동)",청계상가,그 밖의 대규모점포,199521.2008,451751.4241,생활/편의,그 밖의 대규모점포
영업/정상,서울특별시 중구 장충단로13길 34 (을지로6가),동화상가,그 밖의 대규모점포,200541.6377,451814.4595,생활/편의,그 밖의 대규모점포
영업/정상,서울특별시 중구 을지로45길 62 (신당동),누죤,그 밖의 대규모점포,201058.6788,451656.8111,생활/편의,그 밖의 대규모점포
영업/정상,서울특별시 중구 을지로36길 35 (오장동),중부시장,그 밖의 대규모점포,200092.1659,451408.6993,생활/편의,그 밖의 대규모점포
영업/정상,서울특별시 중구 을지로45길 72 (신당동),디자이너크럽,그 밖의 대규모점포,201091.341,451683.0579,생활/편의,그 밖의 대규모점포
영업/정상,서울특별시 중구 명동8가길 27 (충무로2가),선싸인,그 밖의 대규모점포,198737.5538,451081.8946,생활/편의,그 밖의 대규모점포
영업/정상,서울특별시 중구 마장로1길 18 (신당동),혜양엘리시움,그 밖의 대규모점포,201032.1881,451831.3426,생활/편의,그 밖의 대규모점포
영업/정상,서울특별시 중구 남대문시장8길 7 (남창동),삼익패션타운,그 밖의 대규모점포,198073.0636,450876.7294,생활/편의,그 밖의 대규모점포
영업/정상,서울특별시 중구 소월로 9 (남창동),남정종합상가,그 밖의 대규모점포,197843.8207,450717.3536,생활/편의,그 밖의 대규모점포
영업/정상,"서울특별시 중구 을지로 276 (을지로7가, apMPLACE)",에이피엠플레이스,쇼핑센터,200673.0115,451443.2799,생활/편의,쇼핑센터
영업/정상,서울특별시 중구 다산로 222 (신당동),홈플러스익스프레스 신당점,구분없음,201308.5365,451174.3655,생활/편의,슈퍼마켓
영업/정상,"서울특별시 중구 마장로 22 (신당동, DDP FASHION MALL)",DDP FASHION MALL,그 밖의 대규모점포,200999.3562,451654.4182,생활/편의,그 밖의 대규모점포
영업/정상,서울특별시 중구 퇴계로85길 22 (황학동),서울중앙시장,그 밖의 대규모점포,201680.0675,451610.9622,생활/편의,시장
영업/정상,서울특별시 중구 장충단로 253 (을지로6가),헬로우에이피엠,그 밖의 대규모점포,200649.7767,451689.7852,생활/편의,그 밖의 대규모점포
영업/정상,서울특별시 중구 청계천로 334 (신당동),청평화시장,그 밖의 대규모점포,201250.877,451908.7738,생활/편의,그 밖의 대규모점포
영업/정상,서울특별시 중구 다산로 293 (신당동),디오트,그 밖의 대규모점포,201236.0315,451872.4094,생활/편의,그 밖의 대규모점포
영업/정상,"서울특별시 중구 만리재로 175, 401동 9,10,11호 (만리동2가)",지에스수퍼마켓 중구만리점,구분없음,196697.1169,450217.0951,생활/편의,슈퍼마켓
영업/정상,서울특별시 중구 청계천로 400-0 (황학동),주식회사 이마트 청계천점,대형마트,201823.909,452076.8187,생활/편의,대형마트
영업/정상,서울특별시 중구 청계천로 400 (황학동),베네치아메가몰,그 밖의 대규모점포,201823.909,452076.8187,생활/편의,그 밖의 대규모점포
영업/정상,"서울특별시 중구 명동8길 27 (명동2가, 엠 플라자)",엠플라자(M plaza),쇼핑센터,198619.3882,451135.7403,생활/편의,쇼핑센터
영업/정상,서울특별시 중구  청계천로  274 (을지로6가),평화시장,그 밖의 대규모점포,200644.6738,451908.7,생활/편의,시장
영업/정상,서울특별시 중구 명동길 14 (명동2가),눈스퀘어,그 밖의 대규모점포,198418.7417,451237.1686,생활/편의,그 밖의 대규모점포
영업/정상,서울 중구 남대문로 84,센터포인트 명동,쇼핑센터,198401.7013,451374.3122,생활/편의,쇼핑센터
영업/정상,"서울특별시 중구 장충단로 247 (을지로6가,굿모닝시티쇼핑몰)",굿모닝시티 쇼핑몰,쇼핑센터,200573.6413,451621.0365,생활/편의,쇼핑센터
영업/정상,"서울특별시 용산구 청파로 125, 나진상가 (한강로2가)","나진상가 17,18동",전문점,196873.0016,447960.2062,생활/편의,전문점
영업/정상,"서울특별시 용산구 대사관로34길 26, 허준빌딩 1층 (한남동)",롯데슈퍼 한남점(가맹점),구분없음,200431.1456,447763.4142,생활/편의,슈퍼마켓
영업/정상,서울특별시 한강대로77길 12,롯데프레시 갈월점,구분없음,197443.8818,448884.9576,생활/편의,슈퍼마켓
영업/정상,서울특별시 서초구 효령로 304,국제센터아케이드,그 밖의 대규모점포,197646.514,447909.0707,생활/편의,그 밖의 대규모점포
영업/정상,서울특별시 용산구 청파로 113-12 (한강로2가),(주)전자타운,그 밖의 대규모점포,196775.6399,447984.6345,생활/편의,그 밖의 대규모점포
영업/정상,서울특별시 용산구 한강대로23길 55 (한강로3가),아이파크몰(I PARK MALL),쇼핑센터,196762.0774,447480.0396,생활/편의,쇼핑센터
영업/정상,서울특별시 용산구 한강대로 92 (한강로2가),LS Avenue,그 밖의 대규모점포,197099.3815,447328.5488,생활/편의,그 밖의 대규모점포
영업/정상,"서울특별시 용산구 새창로 181 (한강로2가, 선인상가)",선인상가,전문점,196839.6417,447863.232,생활/편의,전문점
영업/정상,서울특별시 용산구 한강대로23길 55 (한강로3가),아이파크(I PARK)백화점,백화점,196762.0774,447480.0396,생활/편의,백화점
영업/정상,서울특별시 용산구 효창원로 270 (서계동),만리시장,시장,196716.1659,449892.5577,생활/편의,시장
영업/정상,서울 성북구 도봉로 17 이마트미아점,신세계이마트미아점,대형마트,202555.3009,456503.0662,생활/편의,대형마트
영업/정상,서울특별시 용산구 이태원로 179 (이태원동),해밀톤 쇼핑몰,쇼핑센터,199363.5958,448050.9263,생활/편의,쇼핑센터
영업/정상,서울특별시 용산구 청파로 74 (한강로3가),(주)에스와이에스홀딩스,전문점,196370.7464,447841.6988,생활/편의,전문점
영업/정상,"서울특별시 용산구 청파로 109, 나진상가 (한강로3가)",나진산업 주식회사,전문점,196697.0311,447931.1083,생활/편의,전문점
영업/정상,서울특별시 용산구 청파로 77 (원효로3가),원효전자상가,전문점,196385.232,447938.1925,생활/편의,전문점
영업/정상,서울특별시 용산구 이촌로 352 (용산동6가),신동아 쇼핑센터,쇼핑센터,198622.8926,446114.1552,생활/편의,쇼핑센터
영업/정상,서울특별시 용산구 청파로 113-12 (한강로2가),전자타운,전문점,196775.6399,447984.6345,생활/편의,전문점
영업/정상,서울특별시 용산구 이태원로14길 6 (이태원동),이태원시장,시장,199051.1588,447953.6017,생활/편의,시장
영업/정상,"서울특별시 용산구 청파로 100, 12동 2층 (한강로3가)",(주)서부티엔디,전문점,196605.5116,447841.2701,생활/편의,전문점
영업/정상,"서울특별시 용산구 서빙고로 17, 용산해링턴스퀘어 C동 1층 111~115호 (한강로3가)",GS THE FRESH 용산해링턴점,복합쇼핑몰,197056.7289,447077.1263,생활/편의,복합쇼핑몰
영업/정상,"서울특별시 용산구 청파로 109, 나진상가 14동 (한강로3가)",나진전자월드상가,전문점,196697.0311,447931.1083,생활/편의,전문점
영업/정상,"서울특별시 성동구 왕십리로 410, 상가(L)동 지하1층 B102,B103호 (하왕십리동, 센트라스)",GS THE FRESH 성동센트라스점,구분없음,202372.912,451536.6809,생활/편의,슈퍼마켓
영업/정상,서울특별시 성동구 왕십리로 241 (행당동),파크에비뉴 엔터식스 한양대점,복합쇼핑몰,203481.6282,450468.7733,생활/편의,복합쇼핑몰
영업/정상,서울특별시 성동구 왕십리로 333 (하왕십리동),홈플러스(주) 익스프레스 왕십리점,구분없음,202806.0185,451160.356,생활/편의,슈퍼마켓
영업/정상,"서울특별시 성동구 자동차시장1길 70 (용답동, 장안평중고자동차시장)",자동차매매센타,전문점,205784.8688,450883.524,생활/편의,전문점
영업/정상,"서울특별시 성동구 독서당로 160, 한남하이츠아파트 (옥수동)",한남하이츠상가,구분없음,201181.599,448609.5881,생활/편의,슈퍼마켓
영업/정상,"서울특별시 성동구 행당로 87, 행당동 대림아파트 (행당동)",대림리빙프라자,그 밖의 대규모점포,202326.503,450625.5842,생활/편의,그 밖의 대규모점포
영업/정상,"서울특별시 성동구 행당로 84, 행당 한진타운 종합상가 (행당동)",한진종합상가,그 밖의 대규모점포,202511.1429,450401.3037,생활/편의,그 밖의 대규모점포
영업/정상,"서울특별시 성동구 마장로31길 40 (마장동,일대)",마장축산물시장,시장,203323.7878,451940.2054,생활/편의,시장
영업/정상,서울특별시 성동구 무학로6길 50 (도선동),성동삼성쉐르빌상가,그 밖의 대규모점포,203017.0215,451346.2811,생활/편의,그 밖의 대규모점포
영업/정상,서울특별시 성동구 왕십리광장로 17 (행당동),(주)이마트 왕십리점,대형마트,203292.1518,451267.731,생활/편의,대형마트
영업/정상,"서울특별시 성동구 왕십리광장로 17, 왕십리민자역사 (행당동)",ENTER-6,그 밖의 대규모점포,203321.5623,451001.8687,생활/편의,그 밖의 대규모점포
영업/정상,서울특별시 성동구 동호로 100 (금호동3가),홈플러스(주) 익프스레스 금호2점,구분없음,201383.0237,449744.2805,생활/편의,슈퍼마켓
영업/정상,서울특별시 성동구 행당로 6 (금호동1가),홈플러스(주) 익스프레스 금호점,구분없음,201772.8071,450250.3664,생활/편의,슈퍼마켓
영업/정상,"서울특별시 성동구 왕십리로 109, 성수만세주유소 1층 (성수동1가)",GS THE FRESG 서울숲점,구분없음,203841.2255,449475.5401,생활/편의,슈퍼마켓
영업/정상,서울특별시 성동구 성수이로 32-15 (성수동2가),뚝도시장,시장,204775.366,448395.5878,생활/편의,시장
영업/정상,서울특별시 성동구 독서당로 303-11 (금호동3가),금남시장,시장,201939.2553,449589.2138,생활/편의,시장
영업/정상,서울특별시 광진구 뚝섬로 491 (자양동),노룬산시장,그 밖의 대규모점포,205663.0811,448250.3634,생활/편의,그 밖의 대규모점포
영업/정상,서울특별시 광진구 아차산로30길 39 (자양동),조양시장,그 밖의 대규모점포,205886.289,448517.3386,생활/편의,그 밖의 대규모점포
영업/정상,서울특별시 광진구 긴고랑로11길 11 (중곡동),중곡제일시장,그 밖의 대규모점포,207114.4989,451296.0494,생활/편의,그 밖의 대규모점포
영업/정상,서울특별시 광진구 광나루로 369 (군자동),파크에비뉴,그 밖의 대규모점포,206212.2443,449577.1749,생활/편의,그 밖의 대규모점포
영업/정상,서울특별시 광진구 긴고랑로11길 11 (중곡동),(주)이마트에브리데이 중곡동점,구분없음,207114.4989,451296.0494,생활/편의,슈퍼마켓
영업/정상,서울특별시 광진구 용마산로 10 (중곡동),홈플러스익스프레스 중곡2점,구분없음,207778.7142,450256.4373,생활/편의,슈퍼마켓
영업/정상,서울특별시 광진구 능동로 314 (중곡동),홈플러스(주)익스프레스 중곡점,구분없음,207001.8723,450597.6149,생활/편의,슈퍼마켓
영업/정상,서울특별시 광진구 영화사로 12 (중곡동),신성종합시장,그 밖의 대규모점포,207747.894,450639.201,생활/편의,그 밖의 대규모점포
영업/정상,서울특별시 광진구 자양번영로6길 20 (자양동),자양종합시장,그 밖의 대규모점포,206686.3645,447752.4632,생활/편의,그 밖의 대규모점포
영업/정상,서울특별시 광진구 광나루로56길 85 (구의동),테크노-마트21,그 밖의 대규모점포,208394.4164,448165.28,생활/편의,그 밖의 대규모점포
영업/정상,서울특별시 광진구 자양로5길 33 (자양동),프라젠 스파,그 밖의 대규모점포,207368.6245,447632.296,생활/편의,그 밖의 대규모점포
영업/정상,서울특별시 광진구 아차산로 200 (자양동),커먼그라운드,그 밖의 대규모점포,205758.8167,448768.1614,생활/편의,그 밖의 대규모점포
영업/정상,서울특별시 광진구 능동로13길 39 (화양동),한아름시장,그 밖의 대규모점포,206107.7752,449029.3422,생활/편의,그 밖의 대규모점포
영업/정상,서울특별시 광진구 능동로47길 30 (중곡동),광성시장,그 밖의 대규모점포,207098.9948,451260.4457,생활/편의,그 밖의 대규모점포
