카테고리_대,카테고리_소,정류소명,위도,경도
bus,bus,경진빌라,126.9578304,37.60200372
bus,bus,성대입구,126.9992849,37.58335331
bus,bus,청와대,126.9737681,37.5829713
bus,bus,춘추문,126.9796554,37.58312761
bus,bus,경복궁.국립민속박물관,126.9795911,37.57941352
bus,bus,EN갤러리,126.9706087,37.6134218
bus,bus,유림회관앞,126.9969805,37.5858956
bus,bus,성균관대정문,126.9966204,37.58495635
bus,bus,600주년기념관,126.9939426,37.5873281
bus,bus,성균관대운동장,126.99237,37.587863
bus,bus,학생회관,126.9936746,37.58742039
bus,bus,종로문화체육센터,126.9645321,37.57469356
bus,bus,동대문역2번출구,127.0117218,37.57204945
bus,bus,종각역.YMCA,126.9850893,37.57039764
bus,bus,서교빌라,126.9571554,37.60198906
bus,bus,경복궁역,126.9724733,37.57707221
bus,bus,성대입구,126.998853,37.5832668
bus,bus,무애사,126.9718458,37.61390043
bus,bus,단군성전앞,126.9653175,37.57556009
bus,bus,동대문종합시장,127.004958,37.57121613
bus,bus,상명초등학교,126.9567154,37.60092381
bus,bus,법련사,126.9796651,37.57658798
bus,bus,광화문새마을금고,126.9710277,37.57949309
bus,bus,성균관대학교,126.996646,37.584886
bus,bus,참샘골공원,126.9742525,37.6146097
bus,bus,황학정앞,126.9653294,37.57681261
bus,bus,종로5가역.중부교육지원청,127.0020898,37.57141925
bus,bus,인사동들머리.3.1독립선언터,126.983297,37.57194702
bus,bus,정독도서관,126.9800805,37.58026054
bus,bus,오거리.한옥마을입구,126.9697393,37.57946844
bus,bus,평창공원지킴터입구,126.9757439,37.6163964
bus,bus,창경궁.고궁호텔.메이플레이스호텔,126.9974492,37.57655816
bus,bus,광화문,126.9755695,37.57033749
bus,bus,종로1가,126.980129,37.57037
bus,bus,종로2가,126.9864618,37.57008246
bus,bus,종로3가역11번출구,126.9932082,37.5706349
bus,bus,종로3가,126.9909932,37.57010243
bus,bus,종로4가,126.9962507,37.57046926
bus,bus,동대문종합시장.종로6가,127.0032912,37.5708648
bus,bus,종로도서관,126.9671252,37.57648423
bus,bus,경복궁역,126.9715056,37.57617809
bus,bus,경복궁역7번출구,126.971682,37.57581917
bus,bus,안국역,126.9852296,37.57661375
bus,bus,안국역,126.985506,37.57631851
bus,bus,창덕궁,126.9889001,37.57752042
bus,bus,성대입구,126.9992358,37.5832828
bus,bus,종로사우나,126.9877504,37.57380111
bus,bus,홍지파크,126.9557163,37.60124243
bus,bus,삼청파출소,126.9813258,37.58164517
bus,bus,통인시장.종로구보건소,126.9687505,37.58033503
bus,bus,종로5가역.광장시장,127.000039,37.57077247
bus,bus,평창동산림제3초소,126.9771031,37.61735605
bus,bus,배화여중고,126.9676986,37.57677876
bus,bus,대학로입구.이화사거리,127.0025802,37.57598417
bus,bus,운현궁,126.9869814,37.57527161
bus,bus,상명대입구,126.9569583,37.60002101
bus,bus,삼청동주민센터,126.9822105,37.58468468
bus,bus,박노수미술관,126.9668945,37.58102656
bus,bus,김창열.윤명로화실,126.9783685,37.616305
bus,bus,사직공원.경복궁역입구,126.9689039,37.57622069
bus,bus,충신시장,127.0054049,37.57497665
bus,bus,안국역2번출구앞,126.9861183,37.57717282
bus,bus,금융연수원,126.9818479,37.58587767
bus,bus,감람산기도원,126.979873,37.61594393
bus,bus,카센터.사직터널앞,126.9658895,37.57409862
bus,bus,재동초등학교,126.9853617,37.57879109
bus,bus,삼청공원삼거리.옥호정터,126.9817445,37.58741852
bus,bus,이화사거리,127.0022813,37.57532007
bus,bus,연화정사,126.9794938,37.614649
bus,bus,대신중고,126.9616893,37.57261781
bus,bus,현대사거리,126.9866354,37.57924178
bus,bus,교남동주민센터,126.9613278,37.57218198
bus,bus,부암동주민센터.무계원,126.9637682,37.59293534
bus,bus,형제봉입구,126.9816862,37.61286432
bus,bus,교남동새마을금고,126.9623375,37.57149436
bus,bus,창신초교,127.0157201,37.57603721
bus,bus,가회동주민센터,126.9851294,37.57994265
bus,bus,볼링장,126.9879589,37.57925544
bus,bus,석파정.서울미술관,126.9637824,37.59476432
bus,bus,지구촌교회,126.9792421,37.61310603
bus,bus,월암공원,126.9646919,37.57122609
bus,bus,숭인1동주민센터,127.0155607,37.577415
bus,bus,북촌한옥마을입구.정세권활동터,126.9851687,37.58128077
bus,bus,하림각,126.9629664,37.59768473
bus,bus,보현빌라,126.9784206,37.61538226
bus,bus,스위스대사관,126.9656961,37.57014132
bus,bus,안국선원.삼거리,126.9852205,37.58274325
bus,bus,세검정교회,126.9600292,37.59938802
bus,bus,혜화동로터리,127.0010032,37.58591961
bus,bus,김종영미술관,126.9781123,37.61326379
bus,bus,서울시교육청,126.9666999,37.56938168
bus,bus,창신쌍용1단지.종로센트레빌아파트,127.0155693,37.58032282
bus,bus,사우디대사관.북촌힐스,126.9852486,37.58386331
bus,bus,상명대입구,126.9574023,37.59985447
bus,bus,혜화초등학교,126.9999909,37.58738929
bus,bus,강북삼성병원,126.9683377,37.56853152
bus,bus,청룡사.보문파크뷰자이아파트,127.0171509,37.57978465
bus,bus,감사원,126.9855618,37.58626565
bus,bus,국민생활관,126.9993138,37.5896276
bus,bus,종로센트레빌후문.e편한세상보문아파트,127.0162354,37.58189784
bus,bus,통일부,126.9861073,37.58753085
bus,bus,서울국제고등학교,126.9971408,37.58907429
bus,bus,성대후문.와룡공원,126.989734,37.58915228
bus,bus,상명초등학교,126.9568174,37.60090493
bus,bus,새마을금고,126.996569,37.58784069
bus,bus,경진빌라,126.9579482,37.60186409
bus,bus,명륜시장.성대후문,126.9952305,37.58872461
bus,bus,완성빌라,126.9576665,37.60333997
bus,bus,양현관,126.9937686,37.589768
bus,bus,상명대후문,126.9574634,37.60407158
bus,bus,샘미용실.종로구청소년상담복지센터,126.9934084,37.59025457
bus,bus,산정빌라,126.9575782,37.60528358
bus,bus,구기빌라,126.9579809,37.60613345
bus,bus,마트앞,126.9587565,37.60669871
bus,bus,국민은행.세검정지점,126.9608727,37.60495417
bus,bus,혜화역4번출구,127.0015539,37.58350804
bus,bus,방송통신대앞,127.0019927,37.57869736
bus,bus,서울대치과대학,126.997801,37.5774083
bus,bus,효제초교.연동교회.김마리아활동터,127.0022088,37.57364134
bus,bus,성균관대학교,126.9900036,37.58846387
bus,bus,서울대치과대학,126.9978632,37.57757273
bus,bus,이화사거리,127.0020085,37.57694834
bus,bus,서울대학교병원현관.암병원현관,126.9981632,37.57908728
bus,bus,종각.공평유적전시관,126.9832427,37.57159379
bus,bus,조계사,126.9831364,37.57360211
bus,bus,동대문역JW메리어트동대문호텔,127.0092821,37.57063698
bus,bus,대학로,127.0021204,37.58189612
bus,bus,창경궁,126.9964163,37.57915963
bus,bus,창덕궁,126.9901776,37.57753017
bus,bus,인사동.북촌,126.9837978,37.57589502
bus,bus,경복궁.국립민속박물관,126.9795487,37.57933918
bus,bus,세종문화회관,126.976912,37.57313885
bus,bus,통인시장,126.9713316,37.57911876
bus,bus,세종문화회관,126.9770139,37.57315586
bus,bus,종각역,126.9828944,37.56937996
bus,bus,인사동.탑골공원,126.9888006,37.57011554
bus,bus,종묘.세운상가,126.9934997,37.57037362
bus,bus,광장시장,126.9996789,37.57075214
bus,bus,동묘.숭인동도깨비시장,127.0180439,37.5734766
bus,bus,서울풍물시장,127.0231781,37.57334003
bus,bus,청와대,126.97376,37.58268481
bus,bus,서울역사박물관.경희궁,126.971956,37.569902
bus,bus,명동성당.남대문세무서,126.9875299,37.56498481
bus,bus,국가인권위.안중근활동터,126.9878515,37.56435047
bus,bus,서울역버스환승센터,126.9722571,37.55514602
bus,bus,서울역버스환승센터,126.9725925,37.55540298
bus,bus,서울역버스환승센터,126.9727238,37.55538899
bus,bus,서울역버스환승센터,126.9728548,37.55547941
bus,bus,서울역버스환승센터.강우규의거터,126.9729403,37.55541416
bus,bus,숭례문,126.9737784,37.55863886
bus,bus,서울시청,126.9806321,37.56613826
bus,bus,만리동고개,126.9626582,37.55178706
bus,bus,손기정체육공원입구,126.9662339,37.55444595
bus,bus,서울의료보건고등학교.서울역서부,126.9689026,37.5558479
bus,bus,서울역서부,126.9691514,37.55623764
bus,bus,서울역서부,126.969293,37.555855
bus,bus,중림동교차로,126.9691354,37.55838363
bus,bus,중림동.충정로역2호선,126.9645408,37.55964888
bus,bus,한국경제신문사.서소문역사공원,126.967868,37.56021115
bus,bus,한국경제신문사.서소문역사공원,126.9681135,37.56062347
bus,bus,경찰청.동북아역사재단,126.9691267,37.56304949
bus,bus,장충동써미트호텔,127.006675,37.56227366
bus,bus,농협은행.유관순활동터,126.9677868,37.56490628
bus,bus,염천교,126.9731141,37.55986963
bus,bus,숭례문,126.9733579,37.55840106
bus,bus,숭례문.한국일보,126.9737376,37.55877131
bus,bus,후암삼거리,126.9759938,37.5534056
bus,bus,숭례문,126.9743627,37.55876338
bus,bus,숭례문,126.9740437,37.55841953
bus,bus,숭례문.서울역4번출구,126.9736279,37.55800065
bus,bus,숭례문.남대문시장8번출입구,126.9759977,37.5588724
bus,bus,숭례문남산방향,126.9756721,37.55855816
bus,bus,남대문시장.신세계앞,126.9800598,37.56119108
bus,bus,북창동.남대문시장,126.978555,37.561273
bus,bus,소공동주민센터,126.9764437,37.56219717
bus,bus,삼성본관앞,126.9759075,37.56205175
bus,bus,시청역8번출구,126.9761487,37.56276421
bus,bus,시청역9번출구.시청서소문2청사,126.9746522,37.56319014
bus,bus,시청역11번출구,126.975314,37.563722
bus,bus,시청.서소문청사,126.9749539,37.56352484
bus,bus,광교,126.9828444,37.56810692
bus,bus,서울신문사,126.9773647,37.56836329
bus,bus,명동성당,126.9874194,37.56497416
bus,bus,우리은행종로지점,126.9828659,37.56783904
bus,bus,롯데백화점,126.982207,37.56450698
bus,bus,해운센터.롯데영플라자,126.9815478,37.56289078
bus,bus,명동.롯데영플라자,126.982008,37.562885
bus,bus,명동입구B,126.9823981,37.56442477
bus,bus,신세계백화점,126.9814315,37.56112734
bus,bus,남대문시장.회현역,126.9777651,37.55826752
bus,bus,남대문시장.회현역,126.9784645,37.55849203
bus,bus,남산3호터널,126.9827404,37.55831045
bus,bus,남산3호터널.정화예술대학교,126.9826359,37.55952609
bus,bus,명동역4번출구,126.9849158,37.56065785
bus,bus,퇴계로2가.명동역5번출구,126.9843583,37.56093258
bus,bus,충무로역.한옥마을.한국의집,126.9917772,37.56125082
bus,bus,충무로역.한옥마을.한국의집,126.9924098,37.56090197
bus,bus,충무로역2번출구,126.9947285,37.56123759
bus,bus,충무로역8번출구,126.9964922,37.56203716
bus,bus,초동,126.993112,37.56334618
bus,bus,을지로입구.로얄호텔,126.9853903,37.56587574
bus,bus,을지로입구.시청입구,126.9811712,37.56613826
bus,bus,을지로2가.기업은행본점.서울노동청,126.9865234,37.56624623
bus,bus,을지로2가.파인에비뉴,126.9886708,37.56607271
bus,bus,을지로3가,126.99026,37.56637298
bus,bus,을지로3가,126.9914238,37.56613896
bus,bus,을지로4가,126.9959336,37.56668416
bus,bus,을지로4가.베스트웨스턴국도,126.9968473,37.56640104
bus,bus,중구청앞.덕수중학교,126.9981485,37.56471732
bus,bus,방산시장.을지로4가역6번출구,126.9992585,37.56681829
bus,bus,을지로5가.중부시장,127.001115,37.56662004
bus,bus,방산시장.훈련원종합체육관,127.0024045,37.56796085
bus,bus,을지로5가,127.0025946,37.56582435
bus,bus,을지로6가.국립중앙의료원,127.0062316,37.56616983
bus,bus,동대문역사문화공원역8번출구,127.0072097,37.56505283
bus,bus,동대문역사문화공원역9번출구,127.0077223,37.56517255
bus,bus,을지로6가.국립중앙의료원,127.0058435,37.56646311
bus,bus,동대문역사문화공원,127.0083555,37.56735414
bus,bus,동대문역사문화공원,127.0091685,37.5674835
bus,bus,충무아트센터.스포츠센터.중부소방서,127.0135231,37.56516753
bus,bus,충무아트센터.스포츠센터.중부소방서,127.0147409,37.56501789
bus,bus,성동공업고등학교(무궁화회관),127.0157558,37.56834819
bus,bus,성동공업고등학교앞,127.0161295,37.56869506
bus,bus,신당역1번출구.서울중앙시장,127.0187427,37.56572828
bus,bus,신당역4번출구.서울중앙시장,127.0194795,37.56549207
bus,bus,성동고등학교,127.0221822,37.56559419
bus,bus,성동고등학교,127.0223979,37.56524109
bus,bus,신당동떡볶이타운.중구여성플라자,127.015096,37.56279546
bus,bus,신당동떡볶이타운.중구여성플라자,127.0151909,37.56231004
bus,bus,청구초등학교.청구역,127.0132161,37.5589483
bus,bus,장충초등학교.청구역,127.0130317,37.5592574
bus,bus,약수역2번출구.가온도서관,127.0110429,37.55579291
bus,bus,약수역3번출구.약수하이츠,127.0113797,37.55574961
bus,bus,약수역4번출구.금호터널입구,127.012012,37.553399
bus,bus,약수역5번출구.금호터널입구,127.0118693,37.55292373
bus,bus,약수역8번출구.신당사회복지관,127.0099567,37.55386465
bus,bus,약수역7번출구.약수동주민센터,127.0092978,37.55285097
bus,bus,송도병원앞,127.0077187,37.55026765
bus,bus,송도병원앞,127.0073984,37.55022712
bus,bus,약수역1번출구,127.0097556,37.55625253
bus,bus,장충체육관앞,127.0080611,37.55833622
bus,bus,장충체육관앞,127.0078282,37.55800173
bus,bus,장충동.동국대입구,127.0059098,37.56062132
bus,bus,장충동.동국대입구,127.0056291,37.56066639
bus,bus,퇴계로6가,127.0039011,37.56340113
bus,bus,퇴계로6가.광희동주민센터,127.0033758,37.56352844
bus,bus,퇴계로5가.충무초등학교,126.999966,37.56238041
bus,bus,퇴계로5가.중구청,126.9997252,37.56278042
bus,bus,국립극장.반얀트리호텔,127.0010947,37.55148182
bus,bus,국립극장.반얀트리호텔,127.0007526,37.55153396
bus,bus,청구역2번출구,127.0146561,37.55996006
bus,bus,청구역3번출구,127.0142192,37.55993038
bus,bus,동화동.청구이편한세상,127.0181258,37.56002447
bus,bus,청구동.신당동삼성아파트,127.0182737,37.55981268
bus,bus,백범광장,126.980093,37.555737
bus,bus,남대문경찰서.서울역10번출구,126.9738404,37.55412819
bus,bus,남대문시장앞.이회영활동터,126.9785804,37.56093942
bus,bus,남산케이블카.남산산책로입구,126.9839798,37.55526518
