카테고리_대,카테고리_소,정류소명,위도,경도
bus,bus,서울영어마을수유캠프.국립재활원입구,127.0118514,37.6403058
bus,bus,인수동장미원,127.0155272,37.64503338
bus,bus,인수동장미원,127.0159997,37.64459989
bus,bus,가오리역,127.016555,37.64188
bus,bus,가오리역,127.0168114,37.64168058
bus,bus,강북청년창업마루,127.01746,37.646853
bus,bus,강북청년창업마루,127.0170949,37.64675783
bus,bus,수유2동주민센터.우이시장,127.0194289,37.64508867
bus,bus,수유2동주민센터.우이시장,127.020202,37.644893
bus,bus,광산사거리,127.0217662,37.64336548
bus,bus,광산사거리,127.0219164,37.64365152
bus,bus,우이초등학교후문,127.0136268,37.63839715
bus,bus,우이초등학교후문,127.0138285,37.63842866
bus,bus,인수동청수탕입구,127.0128649,37.63716801
bus,bus,인수동청수탕입구,127.0130724,37.63651846
bus,bus,우이초등학교,127.0171141,37.63650893
bus,bus,우이초등학교,127.017357,37.63681
bus,bus,화계사입구.한신대학교대학원,127.0139576,37.6339739
bus,bus,화계사입구.한신대학교대학원,127.0139522,37.6337259
bus,bus,수유동삼양탕앞,127.015551,37.63408
bus,bus,수유동삼양탕앞,127.0149108,37.6338204
bus,bus,화계사입구사거리,127.0168991,37.63428662
bus,bus,화계사입구사거리,127.0168721,37.63399314
bus,bus,강북노인종합복지관,127.0189956,37.63443345
bus,bus,강북노인종합복지관,127.0191414,37.63421713
bus,bus,신일병원,127.0222678,37.63472269
bus,bus,신일병원,127.0212163,37.63438712
bus,bus,강북구청,127.02602,37.640412
bus,bus,강북구청,127.0262069,37.64061432
bus,bus,강북경찰서입구,127.0286868,37.63514335
bus,bus,강북경찰서입구,127.0291222,37.63498699
bus,bus,북부시장입구,127.0318783,37.63543452
bus,bus,북부시장입구,127.0322955,37.63517326
bus,bus,번동사거리,127.035031,37.63612513
bus,bus,번동사거리,127.0345096,37.63563199
bus,bus,북부수도사업소,127.0361604,37.63423504
bus,bus,북부수도사업소,127.0352743,37.63495684
bus,bus,수유보건지소,127.0174697,37.63334035
bus,bus,수유보건지소,127.0177048,37.63325388
bus,bus,빨래골입구.수유1동주민센터,127.0177651,37.62985885
bus,bus,빨래골입구.서울수유초등학교,127.017982,37.630007
bus,bus,롯데마트삼양점.래미안1차아파트,127.018224,37.62529479
bus,bus,롯데마트삼양점.래미안1차아파트,127.0184391,37.62547022
bus,bus,삼양초등학교,127.0189879,37.62324245
bus,bus,삼양초등학교,127.019088,37.623407
bus,bus,삼양사거리역,127.0201741,37.62182995
bus,bus,삼양사거리역,127.0205867,37.62151722
bus,bus,삼양동사거리.래미안트리베라,127.021308,37.6180883
bus,bus,삼양동사거리.래미안트리베라,127.0214576,37.61853341
bus,bus,송천초등학교.미아뉴타운입구,127.0221104,37.61545969
bus,bus,송천초등학교.미아뉴타운입구,127.0223139,37.61409631
bus,bus,삼양동사거리,127.021935,37.619327
bus,bus,삼양동사거리,127.0217903,37.61914472
bus,bus,성암국제무역고.성암여중,127.0249842,37.61832419
bus,bus,성암국제무역고.성암여중,127.0255231,37.61794239
bus,bus,삼양입구사거리,127.0283809,37.61728877
bus,bus,삼양입구사거리,127.028487,37.61706
bus,bus,강북보건소,127.039034,37.63225189
bus,bus,신창교.강북소방서,127.0385729,37.6332852
bus,bus,강북보건소,127.039233,37.632478
bus,bus,번동주공4단지,127.0399848,37.63137804
bus,bus,초안교,127.04109,37.63111
bus,bus,번동주공3단지,127.0434629,37.62901958
bus,bus,번동주공3단지,127.044375,37.628652
bus,bus,번동주공1단지,127.0481296,37.62550715
bus,bus,번동주공1단지,127.047227,37.627015
bus,bus,오현초등학교,127.0479844,37.62341309
bus,bus,북서울꿈의숲,127.0442547,37.61917134
bus,bus,송중동한일유엔아이,127.0379534,37.61374991
bus,bus,창문여고앞,127.0354112,37.61199777
bus,bus,숭곡초등학교입구,127.0318278,37.61002218
bus,bus,강북청소년센터,127.0068383,37.64566705
bus,bus,강북청소년센터,127.0067788,37.64577968
bus,bus,국립4.19민주묘지,127.0091441,37.64689969
bus,bus,국립4.19민주묘지,127.008957,37.64695
bus,bus,강북중학교,127.0235481,37.64484192
bus,bus,한성운수차고지,127.0367038,37.63438127
bus,bus,광산사거리,127.0229921,37.64252355
bus,bus,광산사거리,127.0231024,37.64384451
bus,bus,수유중앙시장,127.0227228,37.64036011
bus,bus,대한병원,127.0231693,37.63673375
bus,bus,삼성화재강북지점,127.0248073,37.63551007
bus,bus,강북구청사거리.번1동주민센터,127.028345,37.638748
bus,bus,강북구청사거리.번1동주민센터,127.028612,37.638982
bus,bus,수송초등학교,127.031455,37.636832
bus,bus,수송초등학교,127.031647,37.636998
bus,bus,수유중학교혜화여고,127.0135834,37.6321134
bus,bus,혜화여고,127.0137958,37.63197598
bus,bus,서울정인학교,127.013002,37.62921339
bus,bus,우광타운,127.0131269,37.62929787
bus,bus,구세군강북종합사회복지관입구,127.012386,37.62477382
bus,bus,구세군강북종합사회복지관입구,127.012504,37.62492
bus,bus,솔샘중고등학교.팔팔·미송경로당,127.013138,37.623368
bus,bus,솔샘중고등학교.팔팔·미송경로당,127.013027,37.62326083
bus,bus,동북프라자,127.0182061,37.619902
bus,bus,동북프라자,127.0187973,37.61999442
bus,bus,두산위브아파트입구,127.0162572,37.62002182
bus,bus,두산위브아파트입구,127.016195,37.6201499
bus,bus,삼각산동SK아파트북한산시티미양초등학교,127.0133943,37.62018436
bus,bus,삼양동벽산라이브파크미양초등학교,127.0126071,37.62030833
bus,bus,SK아파트.벽산아파트상가,127.0111969,37.61973237
bus,bus,SK아파트.벽산아파트상가,127.0113419,37.61993691
bus,bus,솔샘터널,127.0092343,37.61877697
bus,bus,번동주공아파트3단지4단지,127.0399359,37.62937969
bus,bus,번동주공아파트3단지4단지,127.041138,37.63011
bus,bus,번동초등학교,127.0398419,37.62893886
bus,bus,번동한솔솔파크,127.0382811,37.62766386
bus,bus,번동한솔솔파크,127.037812,37.62753384
bus,bus,번동해모로아파트,127.0368165,37.62637509
bus,bus,번동해모로아파트,127.0370034,37.62685113
bus,bus,강북문화정보도서관,127.0372886,37.62523152
bus,bus,강북문화정보도서관,127.0369291,37.6253893
bus,bus,동문굿모닝힐,127.0377556,37.62354746
bus,bus,동문굿모닝힐,127.0374544,37.62374039
bus,bus,북서울꿈의숲서문,127.0375263,37.62258428
bus,bus,꿈의숲롯데캐슬아파트,127.0358154,37.61799254
bus,bus,꿈의숲롯데캐슬아파트,127.0359375,37.61859889
bus,bus,경남아너스빌.꿈의숲해링턴아파트,127.0345036,37.61649729
bus,bus,경남아너스빌.꿈의숲해링턴아파트,127.0345744,37.61674879
bus,bus,송중초등학교,127.0311622,37.61642163
bus,bus,송중초등학교,127.0316487,37.61655414
bus,bus,수유3동우체국,127.0275794,37.64002567
bus,bus,수유3동우체국,127.0281158,37.64005978
bus,bus,수유역.노스페이스문화센터,127.0268974,37.63895185
bus,bus,수유역6번출구,127.0250607,37.63769333
bus,bus,미아역8번출구.신일중고,127.0255444,37.62737854
bus,bus,영신여객차고지(우이동종점),127.011523,37.662868
bus,bus,영신여객차고지(우이동종점),127.0112628,37.66291828
bus,bus,미아사거리역.송천동우체국,127.029735,37.61538503
bus,bus,미아사거리역,127.0305298,37.61050341
bus,bus,한신대학교,127.013071,37.63537589
bus,bus,수유사거리,127.0243326,37.63462092
bus,bus,수유사거리,127.0249133,37.63492488
bus,bus,송중동주민센터앞,127.0333692,37.61605807
bus,bus,송중동경남아너스빌정문,127.0340715,37.61333609
bus,bus,북서울꿈의숲서문,127.0378334,37.62271754
bus,bus,수유역.강북구청,127.0260514,37.63863114
bus,bus,삼각산보건지소,127.015438,37.617673
bus,bus,삼각산보건지소,127.0152814,37.61746839
bus,bus,삼각산동삼각산아이원아파트후문,127.0188312,37.61634783
bus,bus,삼각산동삼각산아이원아파트후문,127.0187454,37.61627109
bus,bus,롯데백화점미아점,127.0307562,37.61470941
bus,bus,우이동주민센터입구,127.0123581,37.64766401
bus,bus,창문여고,127.0358639,37.61213401
bus,bus,솔샘터널,127.0092116,37.61874318
bus,bus,우이동도선사입구,127.0129572,37.66278971
bus,bus,우이동차고지기점,127.011738,37.663032
bus,bus,한성운수종점,127.035297,37.634618
bus,bus,화계사입구.종점,127.01343,37.632413
bus,bus,SK아파트벽산아파트상가,127.0111164,37.61969724
bus,bus,우이동차고지종점,127.012147,37.663129
bus,bus,삼각산동삼각산아이원아파트정문,127.016688,37.61617785
bus,bus,삼각산동삼각산아이원아파트정문,127.0164422,37.6163581
bus,bus,삼각산고.래미안트리베라,127.0218144,37.6144303
bus,bus,삼각산고.래미안트리베라,127.0212028,37.6144687
bus,bus,방천시장입구,127.0330881,37.61117582
bus,bus,화계사입구.한신대학교대학원,127.01343,37.633257
bus,bus,미아사거리역.롯데백화점,127.0302283,37.61407923
bus,bus,삼각산119안전센터,127.0151791,37.6195493
bus,bus,삼각산119안전센터,127.0153454,37.61979219
bus,bus,무량사입구,127.0079439,37.64621004
bus,bus,무량사입구,127.007842,37.646323
bus,bus,꿈의숲주차장입구,127.0453126,37.62086498
bus,bus,수유중앙시장,127.0223876,37.64089361
bus,bus,대한병원,127.0228831,37.63683313
bus,bus,우이동,127.0122905,37.66343097
bus,bus,미송경로당,127.0127201,37.62417727
bus,bus,번동초교.솔그린APT.하나은행,127.0395643,37.62899212
bus,bus,영암마트,127.030351,37.62890113
bus,bus,빨래골,127.0101795,37.62743938
bus,bus,본원정사,127.0063794,37.63810131
bus,bus,아카데미하우스.통일교육원,127.0020125,37.64204009
bus,bus,성원아파트,127.0133989,37.66109807
bus,bus,번동슈퍼,127.0378427,37.62764826
bus,bus,동아할인마트,127.0310972,37.6278746
bus,bus,수연슈퍼,127.0113566,37.62771908
bus,bus,모아빌라,127.0074386,37.63820046
bus,bus,신성빌라,127.003531,37.64350251
bus,bus,송중동주민센터,127.0333692,37.61610853
bus,bus,스카이빌,127.012914,37.62497741
bus,bus,청화슈퍼,127.0366464,37.62781895
bus,bus,믿음슈퍼,127.0321222,37.62708859
bus,bus,다리앞,127.0122019,37.62788258
bus,bus,해청빌라,127.0076914,37.63753425
bus,bus,백련사,127.0045158,37.6441927
bus,bus,구세군강북종합사회복지관,127.0138351,37.62516653
bus,bus,교육촌경로당,127.0356413,37.62716014
bus,bus,당진슈퍼,127.0323057,37.62557548
bus,bus,삼흥연립,127.0133448,37.62808377
bus,bus,기도원입구,127.0079138,37.63701078
bus,bus,강북청소년수련관,127.0070203,37.64569739
bus,bus,마을버스사무실,127.0154053,37.62525735
bus,bus,영순슈퍼,127.0344606,37.6266121
bus,bus,동문굿모닝힐,127.0374658,37.62389988
bus,bus,삼광학원,127.0321494,37.62449886
bus,bus,한빛맹아학교,127.015218,37.62871129
bus,bus,형제슈퍼,127.0098046,37.63668277
bus,bus,쌍문교,127.0246386,37.646178
bus,bus,페리카나치킨,127.0165405,37.62540677
bus,bus,당진슈퍼,127.0325364,37.62559248
bus,bus,동성마트,127.0321875,37.62362751
bus,bus,한빛예술단,127.0162904,37.62939659
bus,bus,삼성하이츠빌라,127.0110181,37.63673348
bus,bus,도일타운,127.0119358,37.63675366
bus,bus,강북중학교,127.0232862,37.6445347
bus,bus,삼양시장,127.0174162,37.62507054
bus,bus,한영교회,127.0323754,37.62307779
bus,bus,수유1동주민센터.파출소,127.017525,37.63015263
bus,bus,광산사거리,127.0230566,37.64248029
bus,bus,삼양파출소,127.0180166,37.62487762
bus,bus,제일슈퍼,127.0326718,37.62219915
bus,bus,진주빌딩,127.0179523,37.63091128
bus,bus,청수탕,127.0126566,37.63674467
bus,bus,강북구청,127.025984,37.64038106
bus,bus,삼양오거리.삼양동주민센터,127.0188481,37.62478918
bus,bus,도일타운,127.0118238,37.63690215
bus,bus,홈빌라트,127.0329274,37.62124033
bus,bus,광성슈퍼,127.0186381,37.63214836
bus,bus,인수초중학교,127.0107834,37.64355613
bus,bus,수유역,127.0249678,37.63759063
bus,bus,오현초등학교,127.0459679,37.62353554
bus,bus,자이홈타운,127.02114,37.62486359
bus,bus,꿈의숲해링턴아파트101동앞,127.033175,37.62013733
bus,bus,화계유치원,127.0195268,37.63387289
bus,bus,한신대신학대학원.화계사,127.013984,37.63373041
bus,bus,주공1.2단지한진아파트,127.04475,37.62533727
bus,bus,삼양신협,127.0232915,37.62541735
bus,bus,번3동주민센터,127.046604,37.62615924
bus,bus,미아사거리전철역,127.0304263,37.61286835
bus,bus,꿈의숲해링턴105동.강북50플러스센터,127.0335842,37.61838512
bus,bus,삼양탕,127.0149765,37.6338294
bus,bus,국립재활원,127.0115682,37.6402545
bus,bus,신원아파트.북서울꿈의교회,127.0442248,37.62611601
bus,bus,미아역6번출구,127.0253865,37.62593954
bus,bus,꿈의숲해링턴아파트108동앞,127.0339855,37.61666412
bus,bus,북한산스카이빌딩,127.0236086,37.63568602
bus,bus,송암교회.화계사거리.수유보건지소,127.0168166,37.63397783
bus,bus,강북구의회.강북문화예술회관,127.0142821,37.64034161
bus,bus,경남아너스빌정문,127.0344292,37.61306886
bus,bus,기산아파트.2단지후문,127.0442393,37.6276136
bus,bus,미아역7번출구,127.0258342,37.62673853
bus,bus,수유역,127.0253881,37.63748151
bus,bus,가오리,127.0162844,37.64063059
bus,bus,송중동주민센터,127.033624,37.61598681
bus,bus,쌍문교,127.0245795,37.64564277
bus,bus,주공3단지정문,127.0423068,37.62824867
bus,bus,미아역6번출구,127.0253321,37.62604678
bus,bus,8번지입구,127.0378652,37.61375916
bus,bus,번동삼거리,127.0279469,37.63509757
bus,bus,벽산아파트,127.0199332,37.64098236
bus,bus,한양아파트입구.삼덕상운,127.0409777,37.62798963
bus,bus,삼양신협,127.0235197,37.62563826
bus,bus,미아사거리역2번출구,127.030438,37.613023
bus,bus,양지빌라,127.0380243,37.61505105
bus,bus,성당앞,127.0220299,37.64225701
bus,bus,하나은행.새마을금고,127.0395278,37.62874463
bus,bus,북서울꿈의숲,127.0440959,37.61898533
bus,bus,북서울자이폴라리스입구,127.0214409,37.62510482
bus,bus,8번지슈퍼,127.0380372,37.61585031
bus,bus,롯데백화점,127.0309377,37.61445529
bus,bus,중앙시장,127.0224706,37.64038985
bus,bus,강북구민운동장.4단지,127.0385974,37.63010798
bus,bus,삼양오거리.삼양동주민센터,127.0188731,37.62489911
bus,bus,산장빌라,127.0380477,37.6164279
bus,bus,화계유치원,127.0193274,37.63399367
bus,bus,강북보건소.번2동주민센터,127.0370685,37.63154479
bus,bus,삼일약국.롯데마트,127.017932,37.62503783
bus,bus,삼우하이츠빌라,127.0372251,37.61608124
bus,bus,꿈의숲해링턴아파트108동앞,127.0340676,37.61671365
bus,bus,성일빌딩,127.0183911,37.63226194
bus,bus,금호.현대아파트,127.0363141,37.63186942
bus,bus,삼양시장,127.0173515,37.62523163
bus,bus,한일아파트후문,127.0371512,37.61548565
bus,bus,꿈의숲해링턴105동.강북50플러스센터,127.0336691,37.61839411
bus,bus,수유1동주민센터.파출소,127.0175704,37.63040223
bus,bus,수유역,127.0245854,37.63685081
bus,bus,로얄공인중계사무소,127.0350082,37.63273395
bus,bus,페리카나치킨,127.0165825,37.62548426
bus,bus,장미맨션,127.0371418,37.61474406
bus,bus,꿈의숲해링턴아파트101동앞,127.0333154,37.62003097
bus,bus,한빛예술단,127.0162721,37.62962684
bus,bus,주공5단지,127.034374,37.63339553
bus,bus,마을버스사무실,127.0154325,37.62534024
bus,bus,한일아파트정문,127.0371221,37.61397724
bus,bus,홈빌라트,127.0330531,37.62118443
bus,bus,한빛맹아학교,127.0151575,37.62879533
bus,bus,송암교회.화계사거리.수유보건지소,127.0170114,37.63427327
bus,bus,백년시장,127.0253985,37.64116062
bus,bus,금강산병원.전자공단,127.0337456,37.63440853
bus,bus,구세군강북종합사회복지관,127.0137637,37.6253035
bus,bus,8번지입구,127.0377294,37.61369485
bus,bus,제일슈퍼,127.0327828,37.62222706
bus,bus,삼흥연립,127.0134411,37.62821215
bus,bus,성당앞,127.0218894,37.64236697
bus,bus,번동5거리.북부노동지청,127.034011,37.63504642
bus,bus,다리앞,127.0122245,37.62796908
bus,bus,한신대신학대학원.화계사,127.0135376,37.63411973
bus,bus,벽산아파트,127.019914,37.64114095
bus,bus,초록마트,127.0125153,37.62529013
bus,bus,방천시장입구,127.033402,37.61095521
bus,bus,한영교회,127.0325243,37.62299397
bus,bus,수연슈퍼,127.0113793,37.62780692
bus,bus,유진슈퍼,127.0132671,37.63553896
bus,bus,가오리,127.0162289,37.64076306
bus,bus,정은빌라,127.0124497,37.62599658
bus,bus,미아사거리역,127.030937,37.61277362
bus,bus,삼광학원,127.0322762,37.62442224
bus,bus,빨래골,127.0100814,37.62749034
bus,bus,청수탕,127.0126679,37.63695876
bus,bus,강북구의회.강북문화예술회관,127.0140985,37.64043895
bus,bus,빨래골입구,127.0123648,37.62655166
bus,bus,삼성하이츠빌라,127.0110801,37.63689079
bus,bus,국립재활원,127.0119761,37.64022562
bus,bus,성원아파트,127.0134032,37.66171532
bus,bus,수유역.강북구청,127.025923,37.63763998
bus,bus,SM빌라,127.0122707,37.62603535
bus,bus,믿음슈퍼,127.0322944,37.62710205
bus,bus,형제슈퍼,127.0097996,37.63688643
bus,bus,당진슈퍼,127.0327878,37.62551686
bus,bus,율곡어린이놀이터,127.0316117,37.62801046
bus,bus,기도원입구,127.0079733,37.63707384
bus,bus,인수초중학교,127.0110191,37.64353989
bus,bus,솔샘중고등학교,127.0125898,37.62406194
bus,bus,영순슈퍼,127.0345928,37.62646704
bus,bus,해청빌라,127.0078345,37.63750407
bus,bus,벽산아파트,127.0110032,37.61980268
bus,bus,금강슈퍼,127.0357113,37.62707674
bus,bus,모아빌라,127.0077504,37.63823093
bus,bus,국립419민주묘지삼거리.윤극영가옥,127.0107158,37.64615846
bus,bus,청화슈퍼,127.036703,37.62777658
bus,bus,동문굿모닝힐,127.0377523,37.62359522
bus,bus,본원정사,127.0064916,37.63813464
bus,bus,주공5단지,127.0341463,37.63358572
bus,bus,번동초등학교,127.0393341,37.62853174
bus,bus,로얄공인중계사무소,127.0347759,37.63281061
bus,bus,강북문화정보도서관.해모로아파트,127.0370107,37.62581278
bus,bus,금호.현대아파트,127.0364126,37.63173693
bus,bus,강북보건소앞.번2동주민센터,127.0376226,37.63165635
bus,bus,백련사,127.0048037,37.64458646
bus,bus,강북보건소.번2동주민센터,127.0373743,37.63126896
bus,bus,신성빌라,127.0034868,37.64367732
bus,bus,강북구민운동장.4단지,127.0385078,37.63003862
bus,bus,아카데미하우스.통일교육원,127.0019309,37.64216084
bus,bus,번동슈퍼,127.0376037,37.62771772
bus,bus,한양아파트입구.삼덕상운,127.0410989,37.62781207
bus,bus,주공3단지정문,127.0422331,37.62807028
bus,bus,기산아파트.2단지후문,127.0440252,37.6277957
bus,bus,신원아파트.북서울꿈의교회,127.0441737,37.62597726
bus,bus,주공1.2단지한진아파트,127.0448959,37.62492362
bus,bus,오현초등학교,127.0460254,37.62309669
bus,bus,주공1.2단지한진아파트,127.0446457,37.62523639
bus,bus,번3동주민센터,127.0466752,37.62602405
bus,bus,현대백화점.E마트.빅토리아호텔,127.0305164,37.61040992
bus,bus,미아사거리역.롯데백화점,127.0301335,37.61423926
bus,bus,광산사거리,127.0227669,37.64349135
bus,bus,보람빌딩,127.0250915,37.63489637
bus,bus,번동5거리.북부노동지청,127.0338943,37.63505096
bus,bus,금강산병원.전자공단,127.0336731,37.63435358
bus,bus,하나은행.새마을금고,127.0396899,37.62855415
bus,bus,우이3교,127.0357081,37.63640648
bus,bus,당진슈퍼,127.032472,37.62559673
bus,bus,삼성래미안아파트,127.0210555,37.61449482
bus,bus,성우아파트,127.0217994,37.6174097
bus,bus,미아사거리역,127.0297586,37.61508496
bus,bus,두산위브아파트,127.0154199,37.61909483
bus,bus,한영교회,127.0318418,37.62314282
bus,bus,달팽이계단,127.0311295,37.62391524
bus,bus,대성빌라정문,127.0304264,37.62483272
bus,bus,신구한일아파트입구,127.0297855,37.62574298
bus,bus,실버복지센터,127.0293712,37.62717313
bus,bus,남양빌라,127.0284681,37.62690423
bus,bus,미아역3번출구,127.0269768,37.62655584
bus,bus,미아역1번출구,127.0258844,37.62755688
bus,bus,수유시장,127.0240584,37.63219244
bus,bus,요진아파트,127.0265539,37.63362462
bus,bus,우일빌딩앞,127.0274879,37.63481113
bus,bus,신구한일아파트입구,127.0296337,37.62565741
bus,bus,대성빌라정문,127.0301941,37.62482557
bus,bus,달팽이계단,127.0309177,37.62382068
bus,bus,한영교회,127.0320253,37.6231743
bus,bus,한국전력공사,127.0247049,37.63053701
bus,bus,창문여고앞,127.0353821,37.61188397
bus,bus,도봉산역,127.0455121,37.68920286
bus,bus,도봉산역,127.045813,37.688568
bus,bus,도봉한신아파트,127.045985,37.68392295
bus,bus,도봉한신아파트,127.046067,37.682672
bus,bus,서울북부지방법원.검찰청.도봉역성황당,127.0449581,37.67776065
bus,bus,서울북부지방법원.검찰청.도봉역성황당,127.045103,37.677262
bus,bus,신도봉사거리,127.0441473,37.67328936
bus,bus,신도봉사거리,127.044333,37.67275
bus,bus,도봉소방서.방학역남부,127.0429308,37.66617481
bus,bus,도봉소방서.방학역남부,127.0430512,37.66567657
bus,bus,도봉보건소,127.0407624,37.65893642
bus,bus,도봉보건소.북한산아이파크아파트,127.040517,37.658205
bus,bus,도봉구민회관.도봉문화원,127.0381737,37.65455985
bus,bus,도봉구민회관.도봉문화원,127.037977,37.653968
bus,bus,쌍문역,127.0347687,37.64881742
bus,bus,쌍문역,127.0344601,37.64807141
bus,bus,우이교.한일병원입구,127.0326524,37.645293
bus,bus,우이교.한일병원입구,127.03242,37.644652
bus,bus,신도봉시장.도봉구청.방학역북부,127.04365,37.6699992
bus,bus,신도봉시장.도봉구청.방학역북부,127.043757,37.669197
bus,bus,도봉1동우체국,127.0456109,37.68261403
bus,bus,도봉동한신아파트,127.0459587,37.68210479
bus,bus,녹천역3번출구,127.0524269,37.64322295
bus,bus,서울북부지방법원.검찰청.도봉역성황당,127.0451326,37.67718344
bus,bus,서울북부지방법원.검찰청.도봉역성황당,127.0446529,37.67702774
bus,bus,도봉견인차량보관소,127.0446002,37.67416324
bus,bus,도봉견인차량보관소,127.0441501,37.67410483
bus,bus,방학역1번출구,127.0437946,37.66924371
bus,bus,도봉소방서,127.0431884,37.66567562
bus,bus,도봉소방서,127.0425798,37.66510078
bus,bus,방학사거리.바로선병원,127.0422791,37.66121739
bus,bus,방학사거리,127.0421039,37.66221767
bus,bus,도봉보건소,127.0402286,37.65751282
bus,bus,함석헌기념관.정의여중고,127.0373873,37.65263089
bus,bus,함석헌기념관.정의여중고,127.0365881,37.6521851
bus,bus,도봉구민회관.도봉문화원,127.0382222,37.65410478
bus,bus,도봉구민회관.도봉문화원,127.0381421,37.65482027
bus,bus,쌍문역.쌍문시장,127.0340974,37.64802466
bus,bus,쌍문역.쌍리단길,127.03428,37.64753181
bus,bus,우이교앞,127.0321793,37.64399377
bus,bus,서울북부지방법원.검찰청.성우아파트,127.0483743,37.6761342
bus,bus,서울북부지방법원.검찰청.성우아파트,127.0477862,37.67580777
bus,bus,법조타운공영주차장,127.0473368,37.67475495
bus,bus,법조타운공영주차장,127.046582,37.673315
bus,bus,도봉구청,127.0463337,37.66895525
bus,bus,도봉구청,127.0460154,37.66883829
bus,bus,방학1동대상타운현대.삼성아파트,127.0464385,37.66583336
bus,bus,방학1동대상타운현대.삼성아파트,127.0460054,37.66638763
bus,bus,창동쌍용.성원아파트,127.0494952,37.66042516
bus,bus,창동쌍용아파트,127.0487791,37.66049679
bus,bus,자운고등학교앞,127.0500066,37.65893286
bus,bus,자운고등학교앞,127.0496686,37.6586807
bus,bus,창동동아청솔아파트,127.0498048,37.65668138
bus,bus,창동동아청솔아파트,127.0495823,37.65667134
bus,bus,창동농협물류센터,127.0503386,37.65493213
bus,bus,창동농협물류센터,127.0512467,37.65421248
bus,bus,창동농협물류센터,127.0510008,37.65382814
bus,bus,창동역1번출구.노원세무서,127.0505902,37.6535907
bus,bus,창동동아아파트,127.051465,37.651933
bus,bus,창동동아아파트,127.0514439,37.6513525
bus,bus,창동주공19단지,127.05239,37.64904068
bus,bus,창동주공19단지,127.0520286,37.64922647
bus,bus,창동주공18단지,127.0530436,37.64706252
bus,bus,창동주공18단지,127.0527729,37.64726539
bus,bus,도봉산입구,127.0407179,37.68708281
bus,bus,도봉산성당,127.0441872,37.68731844
bus,bus,김근태기념도서관,127.0440287,37.68749382
bus,bus,도봉역,127.0466815,37.68032203
bus,bus,도봉역.도봉래미안아파트,127.0470846,37.68039591
bus,bus,노원교,127.049017,37.67942376
bus,bus,노원교,127.0491191,37.6796544
bus,bus,성대야구장.노원교앞,127.049212,37.678442
bus,bus,천주교도봉동교회,127.042707,37.67121587
bus,bus,천주교도봉동교회,127.0428108,37.67131199
bus,bus,오봉초등학교,127.0391794,37.67052031
bus,bus,오봉초등학교,127.0393404,37.67078682
bus,bus,방학2동제4공영주차장,127.0366363,37.66943622
bus,bus,방학2동제4공영주차장,127.03657,37.66956
bus,bus,방학2동주민센터,127.0348109,37.6682137
bus,bus,방학2동주민센터,127.0346224,37.66827084
bus,bus,신방학중학교앞,127.0279944,37.66371962
bus,bus,방학동신우빌라,127.03514,37.664078
bus,bus,방학동신우빌라,127.0348959,37.66411589
bus,bus,방학동삼익세라믹,127.03493,37.661672
bus,bus,방학동삼익세라믹,127.0346738,37.66175514
bus,bus,쌍문동청구아파트,127.0350818,37.65973989
bus,bus,쌍문동청구아파트,127.0348107,37.65962432
bus,bus,샘말어린이공원,127.0318159,37.66866721
bus,bus,방학중학교정문,127.034428,37.666488
bus,bus,방학중학교정문,127.0341414,37.66654708
bus,bus,신한은행방학동지점,127.0372936,37.66345576
bus,bus,신한은행방학동지점,127.0371976,37.66323123
bus,bus,연산군.정의공주묘,127.0233214,37.66173172
bus,bus,연산군.정의공주묘,127.0231446,37.66200152
bus,bus,방학동신동아타워,127.028111,37.66168029
bus,bus,방학동신동아타워,127.028692,37.662028
bus,bus,방학3동신동아프라자,127.027558,37.661225
bus,bus,방학동신동아아파트,127.0313835,37.66198313
bus,bus,방학동신동아아파트,127.03202,37.662362
bus,bus,방학초등학교,127.0342415,37.66236199
bus,bus,방학초등학교,127.034113,37.662595
bus,bus,신한은행방학동지점,127.0370024,37.66265461
bus,bus,신한은행방학동지점,127.036807,37.662933
bus,bus,방학사거리,127.0406168,37.66271586
bus,bus,방학사거리,127.0403874,37.66297722
bus,bus,서울문화고등학교,127.0463095,37.66287208
bus,bus,서울문화고등학교,127.0478212,37.66234345
bus,bus,서울문화고등학교,127.0480629,37.66262972
bus,bus,쌍문동청한빌라,127.0150062,37.65745933
bus,bus,쌍문동청한빌라,127.014762,37.657732
bus,bus,쌍문동우이빌라,127.0190079,37.65725011
bus,bus,쌍문동우이빌라,127.0180163,37.65743046
bus,bus,초당초등학교,127.0230481,37.65740256
bus,bus,초당초등학교,127.022295,37.657531
bus,bus,방학동우성아파트,127.0242706,37.65740463
bus,bus,방학동우성.청구아파트,127.0251,37.657656
bus,bus,방학3동신동아프라자,127.0277401,37.66083427
bus,bus,방학3동주민센터,127.0276286,37.65981337
bus,bus,쌍문동성원·금호타운2차아파트,127.0289335,37.65764777
bus,bus,쌍문동성원.금호타운2차아파트,127.0287373,37.65784729
bus,bus,쌍문동한양.현대아파트,127.0314515,37.65783984
bus,bus,쌍문동현대.한양아파트,127.0313206,37.65800038
bus,bus,쌍문동삼익.금호1차아파트,127.034792,37.65804838
bus,bus,쌍문동금호1차.삼익아파트,127.0345433,37.65825142
bus,bus,도봉구보건소앞,127.0375307,37.65724582
bus,bus,도봉구보건소앞,127.0375892,37.65743898
bus,bus,북서울교회,127.0136533,37.65725622
